Crown_id,Species,Probability
67,PIPA,1.0
67,PITA,0.0
67,QUGE,0.0
67,QULA,0.0
67,QUNI,0.0
68,ACRU,0.0
68,LIST,0.0
68,OTHER,0.0
68,PIEL,0.0
68,PIPA,1.0
68,PITA,0.0
68,QUGE,0.0
68,QULA,0.0
68,QUNI,0.0
71,ACRU,0.0
71,LIST,0.0
71,OTHER,0.0
71,PIEL,0.0
71,PIPA,0.0
71,PITA,1.0
71,QUGE,0.0
71,QULA,0.0
71,QUNI,0.0
72,ACRU,0.0
72,LIST,0.0
72,OTHER,0.0
72,PIEL,0.0
72,PIPA,1.0
72,PITA,0.0
72,QUGE,0.0
72,QULA,0.0
72,QUNI,0.0
73,ACRU,0.0
73,LIST,0.0
73,OTHER,0.0
73,PIEL,0.0
73,PIPA,0.0
73,PITA,0.0
73,QUGE,0.0
73,QULA,1.0
73,QUNI,0.0
78,ACRU,0.0
78,LIST,0.0
78,OTHER,0.0
78,PIEL,0.0
78,PIPA,1.0
78,PITA,0.0
78,QUGE,0.0
78,QULA,0.0
78,QUNI,0.0
79,ACRU,0.0
79,LIST,0.0
79,OTHER,0.0
79,PIEL,0.0
79,PIPA,1.0
79,PITA,0.0
79,QUGE,0.0
79,QULA,0.0
79,QUNI,0.0
82,ACRU,0.0
82,LIST,0.0
82,OTHER,0.0
82,PIEL,0.0
82,PIPA,0.0
82,PITA,0.0
82,QUGE,0.5
82,QULA,0.5
82,QUNI,0.0
83,ACRU,0.6666666666666666
83,LIST,0.0
83,OTHER,0.0
83,PIEL,0.0
83,PIPA,0.0
83,PITA,0.0
83,QUGE,0.0
83,QULA,0.0
83,QUNI,0.3333333333333333
86,ACRU,0.0
86,LIST,0.0
86,OTHER,0.0
86,PIEL,0.0
86,PIPA,0.0
86,PITA,0.0
86,QUGE,0.0
86,QULA,1.0
86,QUNI,0.0
87,ACRU,0.0
87,LIST,0.0
87,OTHER,0.0
87,PIEL,0.0
87,PIPA,1.0
87,PITA,0.0
87,QUGE,0.0
87,QULA,0.0
87,QUNI,0.0
90,ACRU,0.0
90,LIST,0.0
90,OTHER,0.0
90,PIEL,0.0
90,PIPA,0.0
90,PITA,0.0
90,QUGE,0.0
90,QULA,1.0
90,QUNI,0.0
92,ACRU,0.0
92,LIST,0.0
92,OTHER,0.0
92,PIEL,0.0
92,PIPA,0.0
92,PITA,0.0
92,QUGE,0.0
92,QULA,1.0
92,QUNI,0.0
94,ACRU,0.0
94,LIST,0.0
94,OTHER,0.0
94,PIEL,0.0
94,PIPA,0.0
94,PITA,0.0
94,QUGE,0.0
94,QULA,1.0
94,QUNI,0.0
95,ACRU,0.0
95,LIST,0.0
95,OTHER,0.0
95,PIEL,0.0
95,PIPA,0.8571428571428571
95,PITA,0.0
95,QUGE,0.0
95,QULA,0.14285714285714285
95,QUNI,0.0
96,ACRU,0.0
96,LIST,0.0
96,OTHER,0.0
96,PIEL,0.0
96,PIPA,1.0
96,PITA,0.0
96,QUGE,0.0
96,QULA,0.0
96,QUNI,0.0
97,ACRU,0.0
97,LIST,0.0
97,OTHER,0.0
97,PIEL,0.0
97,PIPA,1.0
97,PITA,0.0
97,QUGE,0.0
97,QULA,0.0
97,QUNI,0.0
98,ACRU,0.0
98,LIST,0.0
98,OTHER,0.0
98,PIEL,0.0
98,PIPA,1.0
98,PITA,0.0
98,QUGE,0.0
98,QULA,0.0
98,QUNI,0.0
99,ACRU,0.0
99,LIST,0.0
99,OTHER,0.0
99,PIEL,0.0
99,PIPA,1.0
99,PITA,0.0
99,QUGE,0.0
99,QULA,0.0
99,QUNI,0.0
100,ACRU,0.0
100,LIST,0.0
100,OTHER,0.0
100,PIEL,0.0
100,PIPA,1.0
100,PITA,0.0
100,QUGE,0.0
100,QULA,0.0
100,QUNI,0.0
109,ACRU,0.0
109,LIST,0.0
109,OTHER,0.0
109,PIEL,0.0
109,PIPA,1.0
109,PITA,0.0
109,QUGE,0.0
109,QULA,0.0
109,QUNI,0.0
110,ACRU,0.0
110,LIST,0.0
110,OTHER,0.0
110,PIEL,0.0
110,PIPA,1.0
110,PITA,0.0
110,QUGE,0.0
110,QULA,0.0
110,QUNI,0.0
111,ACRU,0.0
111,LIST,0.0
111,OTHER,0.0
111,PIEL,0.0
111,PIPA,1.0
111,PITA,0.0
111,QUGE,0.0
111,QULA,0.0
111,QUNI,0.0
114,ACRU,0.0
114,LIST,0.0
114,OTHER,0.0
114,PIEL,0.0
114,PIPA,1.0
114,PITA,0.0
114,QUGE,0.0
114,QULA,0.0
114,QUNI,0.0
115,ACRU,0.0
115,LIST,0.0
115,OTHER,0.0
115,PIEL,0.0
115,PIPA,1.0
115,PITA,0.0
115,QUGE,0.0
115,QULA,0.0
115,QUNI,0.0
119,ACRU,0.0
119,LIST,0.0
119,OTHER,0.0
119,PIEL,0.0
119,PIPA,0.0
119,PITA,0.0
119,QUGE,0.0
119,QULA,1.0
119,QUNI,0.0
121,ACRU,0.0
121,LIST,0.0
121,OTHER,0.0
121,PIEL,0.0
121,PIPA,1.0
121,PITA,0.0
121,QUGE,0.0
121,QULA,0.0
121,QUNI,0.0
123,ACRU,0.0
123,LIST,0.0
123,OTHER,0.0
123,PIEL,0.0
123,PIPA,1.0
123,PITA,0.0
123,QUGE,0.0
123,QULA,0.0
123,QUNI,0.0
124,ACRU,0.0
124,LIST,0.0
124,OTHER,0.0
124,PIEL,0.0
124,PIPA,0.0
124,PITA,0.0
124,QUGE,0.0
124,QULA,1.0
124,QUNI,0.0
133,ACRU,0.0
133,LIST,0.0
133,OTHER,0.0
133,PIEL,0.0
133,PIPA,1.0
133,PITA,0.0
133,QUGE,0.0
133,QULA,0.0
133,QUNI,0.0
134,ACRU,0.0
134,LIST,0.0
134,OTHER,0.0
134,PIEL,0.0
134,PIPA,1.0
134,PITA,0.0
134,QUGE,0.0
134,QULA,0.0
134,QUNI,0.0
135,ACRU,0.0
135,LIST,0.0
135,OTHER,0.0
135,PIEL,0.0
135,PIPA,1.0
135,PITA,0.0
135,QUGE,0.0
135,QULA,0.0
135,QUNI,0.0
136,ACRU,0.0
136,LIST,0.0
136,OTHER,0.0
136,PIEL,0.0
136,PIPA,1.0
136,PITA,0.0
136,QUGE,0.0
136,QULA,0.0
136,QUNI,0.0
139,ACRU,0.0
139,LIST,0.0
139,OTHER,0.0
139,PIEL,0.0
139,PIPA,1.0
139,PITA,0.0
139,QUGE,0.0
139,QULA,0.0
139,QUNI,0.0
140,ACRU,0.0
140,LIST,0.0
140,OTHER,0.0
140,PIEL,0.0
140,PIPA,0.0
140,PITA,0.0
140,QUGE,0.0
140,QULA,1.0
140,QUNI,0.0
141,ACRU,0.0
141,LIST,0.0
141,OTHER,0.0
141,PIEL,0.0
141,PIPA,1.0
141,PITA,0.0
141,QUGE,0.0
141,QULA,0.0
141,QUNI,0.0
142,ACRU,0.0
142,LIST,0.0
142,OTHER,0.0
142,PIEL,0.0
142,PIPA,1.0
142,PITA,0.0
142,QUGE,0.0
142,QULA,0.0
142,QUNI,0.0
153,ACRU,0.0
153,LIST,0.0
153,OTHER,0.0
153,PIEL,0.0
153,PIPA,1.0
153,PITA,0.0
153,QUGE,0.0
153,QULA,0.0
153,QUNI,0.0
155,ACRU,0.0
155,LIST,0.0
155,OTHER,0.0
155,PIEL,0.0
155,PIPA,1.0
155,PITA,0.0
155,QUGE,0.0
155,QULA,0.0
155,QUNI,0.0
156,ACRU,0.0
156,LIST,0.0
156,OTHER,0.0
156,PIEL,0.0
156,PIPA,1.0
156,PITA,0.0
156,QUGE,0.0
156,QULA,0.0
156,QUNI,0.0
157,ACRU,0.5
157,LIST,0.0
157,OTHER,0.0
157,PIEL,0.0
157,PIPA,0.25
157,PITA,0.25
157,QUGE,0.0
157,QULA,0.0
157,QUNI,0.0
158,ACRU,0.0
158,LIST,0.0
158,OTHER,0.0
158,PIEL,0.0
158,PIPA,1.0
158,PITA,0.0
158,QUGE,0.0
158,QULA,0.0
158,QUNI,0.0
160,ACRU,0.0
160,LIST,0.0
160,OTHER,0.0
160,PIEL,0.0
160,PIPA,1.0
160,PITA,0.0
160,QUGE,0.0
160,QULA,0.0
160,QUNI,0.0
161,ACRU,0.0
161,LIST,0.0
161,OTHER,0.0
161,PIEL,0.0
161,PIPA,1.0
161,PITA,0.0
161,QUGE,0.0
161,QULA,0.0
161,QUNI,0.0
162,ACRU,0.0
162,LIST,0.0
162,OTHER,0.0
162,PIEL,0.0
162,PIPA,1.0
162,PITA,0.0
162,QUGE,0.0
162,QULA,0.0
162,QUNI,0.0
164,ACRU,0.0
164,LIST,0.0
164,OTHER,0.0
164,PIEL,0.0
164,PIPA,0.0
164,PITA,0.0
164,QUGE,0.0
164,QULA,1.0
164,QUNI,0.0
165,ACRU,0.0
165,LIST,0.0
165,OTHER,0.0
165,PIEL,0.0
165,PIPA,1.0
165,PITA,0.0
165,QUGE,0.0
165,QULA,0.0
165,QUNI,0.0
168,ACRU,0.0
168,LIST,0.0
168,OTHER,0.0
168,PIEL,0.0
168,PIPA,1.0
168,PITA,0.0
168,QUGE,0.0
168,QULA,0.0
168,QUNI,0.0
169,ACRU,0.0
169,LIST,0.0
169,OTHER,0.0
169,PIEL,0.0
169,PIPA,1.0
169,PITA,0.0
169,QUGE,0.0
169,QULA,0.0
169,QUNI,0.0
170,ACRU,0.0
170,LIST,0.0
170,OTHER,0.0
170,PIEL,0.0
170,PIPA,1.0
170,PITA,0.0
170,QUGE,0.0
170,QULA,0.0
170,QUNI,0.0
171,ACRU,0.0
171,LIST,0.0
171,OTHER,0.0
171,PIEL,0.0
171,PIPA,0.0
171,PITA,0.0
171,QUGE,0.0
171,QULA,1.0
171,QUNI,0.0
172,ACRU,0.0
172,LIST,0.0
172,OTHER,0.0
172,PIEL,0.0
172,PIPA,1.0
172,PITA,0.0
172,QUGE,0.0
172,QULA,0.0
172,QUNI,0.0
173,ACRU,0.0
173,LIST,0.0
173,OTHER,0.0
173,PIEL,0.0
173,PIPA,1.0
173,PITA,0.0
173,QUGE,0.0
173,QULA,0.0
173,QUNI,0.0
174,ACRU,0.0
174,LIST,0.0
174,OTHER,0.0
174,PIEL,0.0
174,PIPA,0.8
174,PITA,0.0
174,QUGE,0.2
174,QULA,0.0
174,QUNI,0.0
177,ACRU,0.0
177,LIST,0.0
177,OTHER,0.0
177,PIEL,0.0
177,PIPA,1.0
177,PITA,0.0
177,QUGE,0.0
177,QULA,0.0
177,QUNI,0.0
179,ACRU,0.0
179,LIST,0.0
179,OTHER,0.0
179,PIEL,0.0
179,PIPA,1.0
179,PITA,0.0
179,QUGE,0.0
179,QULA,0.0
179,QUNI,0.0
181,ACRU,0.0
181,LIST,0.0
181,OTHER,0.0
181,PIEL,0.0
181,PIPA,1.0
181,PITA,0.0
181,QUGE,0.0
181,QULA,0.0
181,QUNI,0.0
182,ACRU,0.0
182,LIST,0.0
182,OTHER,0.0
182,PIEL,0.0
182,PIPA,1.0
182,PITA,0.0
182,QUGE,0.0
182,QULA,0.0
182,QUNI,0.0
183,ACRU,0.0
183,LIST,0.0
183,OTHER,0.0
183,PIEL,0.0
183,PIPA,0.8333333333333334
183,PITA,0.0
183,QUGE,0.0
183,QULA,0.16666666666666666
183,QUNI,0.0
184,ACRU,0.0
184,LIST,0.0
184,OTHER,0.0
184,PIEL,0.0
184,PIPA,1.0
184,PITA,0.0
184,QUGE,0.0
184,QULA,0.0
184,QUNI,0.0
187,ACRU,0.0
187,LIST,0.0
187,OTHER,0.0
187,PIEL,0.0
187,PIPA,1.0
187,PITA,0.0
187,QUGE,0.0
187,QULA,0.0
187,QUNI,0.0
188,ACRU,0.0
188,LIST,0.0
188,OTHER,0.0
188,PIEL,0.0
188,PIPA,1.0
188,PITA,0.0
188,QUGE,0.0
188,QULA,0.0
188,QUNI,0.0
190,ACRU,0.0
190,LIST,1.0
190,OTHER,0.0
190,PIEL,0.0
190,PIPA,0.0
190,PITA,0.0
190,QUGE,0.0
190,QULA,0.0
190,QUNI,0.0
193,ACRU,0.0
193,LIST,0.0
193,OTHER,0.0
193,PIEL,0.0
193,PIPA,1.0
193,PITA,0.0
193,QUGE,0.0
193,QULA,0.0
193,QUNI,0.0
194,ACRU,0.0
194,LIST,0.0
194,OTHER,0.0
194,PIEL,0.0
194,PIPA,0.45454545454545453
194,PITA,0.45454545454545453
194,QUGE,0.0
194,QULA,0.09090909090909091
194,QUNI,0.0
199,ACRU,0.0
199,LIST,0.0
199,OTHER,0.0
199,PIEL,0.0
199,PIPA,1.0
199,PITA,0.0
199,QUGE,0.0
199,QULA,0.0
199,QUNI,0.0
203,ACRU,0.0
203,LIST,0.0
203,OTHER,0.0
203,PIEL,0.0
203,PIPA,0.5
203,PITA,0.0
203,QUGE,0.5
203,QULA,0.0
203,QUNI,0.0
205,ACRU,0.0
205,LIST,0.0
205,OTHER,0.0
205,PIEL,0.0
205,PIPA,1.0
205,PITA,0.0
205,QUGE,0.0
205,QULA,0.0
205,QUNI,0.0
206,ACRU,0.0
206,LIST,0.0
206,OTHER,0.0
206,PIEL,0.0
206,PIPA,0.0
206,PITA,0.0
206,QUGE,0.0
206,QULA,1.0
206,QUNI,0.0
207,ACRU,0.0
207,LIST,0.0
207,OTHER,0.0
207,PIEL,0.0
207,PIPA,1.0
207,PITA,0.0
207,QUGE,0.0
207,QULA,0.0
207,QUNI,0.0
208,ACRU,0.0
208,LIST,0.0
208,OTHER,0.0
208,PIEL,0.0
208,PIPA,1.0
208,PITA,0.0
208,QUGE,0.0
208,QULA,0.0
208,QUNI,0.0
211,ACRU,0.0
211,LIST,0.0
211,OTHER,0.0
211,PIEL,0.0
211,PIPA,1.0
211,PITA,0.0
211,QUGE,0.0
211,QULA,0.0
211,QUNI,0.0
213,ACRU,0.0
213,LIST,0.0
213,OTHER,0.0
213,PIEL,0.0
213,PIPA,1.0
213,PITA,0.0
213,QUGE,0.0
213,QULA,0.0
213,QUNI,0.0
214,ACRU,0.0
214,LIST,0.0
214,OTHER,0.0
214,PIEL,0.0
214,PIPA,1.0
214,PITA,0.0
214,QUGE,0.0
214,QULA,0.0
214,QUNI,0.0
215,ACRU,0.0
215,LIST,0.0
215,OTHER,0.0
215,PIEL,0.0
215,PIPA,1.0
215,PITA,0.0
215,QUGE,0.0
215,QULA,0.0
215,QUNI,0.0
216,ACRU,0.0
216,LIST,0.0
216,OTHER,0.0
216,PIEL,0.0
216,PIPA,1.0
216,PITA,0.0
216,QUGE,0.0
216,QULA,0.0
216,QUNI,0.0
221,ACRU,0.0
221,LIST,0.0
221,OTHER,0.0
221,PIEL,0.0
221,PIPA,1.0
221,PITA,0.0
221,QUGE,0.0
221,QULA,0.0
221,QUNI,0.0
225,ACRU,0.0
225,LIST,0.14285714285714285
225,OTHER,0.0
225,PIEL,0.0
225,PIPA,0.0
225,PITA,0.0
225,QUGE,0.0
225,QULA,0.0
225,QUNI,0.8571428571428571
228,ACRU,0.0
228,LIST,0.0
228,OTHER,0.0
228,PIEL,0.0
228,PIPA,1.0
228,PITA,0.0
228,QUGE,0.0
228,QULA,0.0
228,QUNI,0.0
229,ACRU,0.0
229,LIST,0.0
229,OTHER,0.0
229,PIEL,0.0
229,PIPA,1.0
229,PITA,0.0
229,QUGE,0.0
229,QULA,0.0
229,QUNI,0.0
231,ACRU,0.0
231,LIST,0.0
231,OTHER,0.0
231,PIEL,0.0
231,PIPA,1.0
231,PITA,0.0
231,QUGE,0.0
231,QULA,0.0
231,QUNI,0.0
232,ACRU,0.0
232,LIST,0.07142857142857142
232,OTHER,0.5
232,PIEL,0.0
232,PIPA,0.0
232,PITA,0.0
232,QUGE,0.35714285714285715
232,QULA,0.0
232,QUNI,0.07142857142857142
233,ACRU,0.0
233,LIST,0.0
233,OTHER,0.0
233,PIEL,0.0
233,PIPA,1.0
233,PITA,0.0
233,QUGE,0.0
233,QULA,0.0
233,QUNI,0.0
234,ACRU,0.0
234,LIST,0.0
234,OTHER,0.0
234,PIEL,0.0
234,PIPA,1.0
234,PITA,0.0
234,QUGE,0.0
234,QULA,0.0
234,QUNI,0.0
235,ACRU,0.9285714285714286
235,LIST,0.0
235,OTHER,0.0
235,PIEL,0.0
235,PIPA,0.0
235,PITA,0.0
235,QUGE,0.0
235,QULA,0.07142857142857142
235,QUNI,0.0
237,ACRU,0.1111111111111111
237,LIST,0.0
237,OTHER,0.0
237,PIEL,0.0
237,PIPA,0.3333333333333333
237,PITA,0.0
237,QUGE,0.0
237,QULA,0.0
237,QUNI,0.5555555555555556
241,ACRU,0.0
241,LIST,0.0
241,OTHER,0.0
241,PIEL,0.0
241,PIPA,1.0
241,PITA,0.0
241,QUGE,0.0
241,QULA,0.0
241,QUNI,0.0
242,ACRU,0.0
242,LIST,0.0
242,OTHER,0.0
242,PIEL,0.0
242,PIPA,1.0
242,PITA,0.0
242,QUGE,0.0
242,QULA,0.0
242,QUNI,0.0
245,ACRU,0.0
245,LIST,0.0
245,OTHER,0.0
245,PIEL,0.0
245,PIPA,0.5
245,PITA,0.0
245,QUGE,0.0
245,QULA,0.5
245,QUNI,0.0
251,ACRU,0.0
251,LIST,0.0
251,OTHER,0.0
251,PIEL,0.0
251,PIPA,1.0
251,PITA,0.0
251,QUGE,0.0
251,QULA,0.0
251,QUNI,0.0
252,ACRU,0.0
252,LIST,0.0
252,OTHER,0.0
252,PIEL,0.0
252,PIPA,1.0
252,PITA,0.0
252,QUGE,0.0
252,QULA,0.0
252,QUNI,0.0
253,ACRU,0.0
253,LIST,0.0
253,OTHER,0.0
253,PIEL,0.0
253,PIPA,1.0
253,PITA,0.0
253,QUGE,0.0
253,QULA,0.0
253,QUNI,0.0
254,ACRU,0.0
254,LIST,0.0
254,OTHER,0.0
254,PIEL,0.0
254,PIPA,1.0
254,PITA,0.0
254,QUGE,0.0
254,QULA,0.0
254,QUNI,0.0
256,ACRU,0.0
256,LIST,0.0
256,OTHER,0.0
256,PIEL,0.0
256,PIPA,0.0
256,PITA,0.0
256,QUGE,0.0
256,QULA,1.0
256,QUNI,0.0
258,ACRU,0.0
258,LIST,0.0
258,OTHER,0.0
258,PIEL,0.0
258,PIPA,0.0
258,PITA,1.0
258,QUGE,0.0
258,QULA,0.0
258,QUNI,0.0
262,ACRU,0.0
262,LIST,0.0
262,OTHER,0.0
262,PIEL,0.0
262,PIPA,1.0
262,PITA,0.0
262,QUGE,0.0
262,QULA,0.0
262,QUNI,0.0
263,ACRU,0.0
263,LIST,0.0
263,OTHER,0.0
263,PIEL,0.0
263,PIPA,1.0
263,PITA,0.0
263,QUGE,0.0
263,QULA,0.0
263,QUNI,0.0
265,ACRU,0.0
265,LIST,0.0
265,OTHER,0.0
265,PIEL,0.0
265,PIPA,0.07692307692307693
265,PITA,0.0
265,QUGE,0.0
265,QULA,0.9230769230769231
265,QUNI,0.0
266,ACRU,0.0
266,LIST,0.0
266,OTHER,0.02702702702702703
266,PIEL,0.0
266,PIPA,0.05405405405405406
266,PITA,0.0
266,QUGE,0.918918918918919
266,QULA,0.0
266,QUNI,0.0
268,ACRU,0.0
268,LIST,0.0
268,OTHER,0.0
268,PIEL,0.0
268,PIPA,0.0
268,PITA,1.0
268,QUGE,0.0
268,QULA,0.0
268,QUNI,0.0
270,ACRU,0.0
270,LIST,0.0
270,OTHER,0.0
270,PIEL,0.0
270,PIPA,1.0
270,PITA,0.0
270,QUGE,0.0
270,QULA,0.0
270,QUNI,0.0
271,ACRU,0.0
271,LIST,0.0
271,OTHER,0.0
271,PIEL,0.0
271,PIPA,1.0
271,PITA,0.0
271,QUGE,0.0
271,QULA,0.0
271,QUNI,0.0
272,ACRU,0.0
272,LIST,0.0
272,OTHER,0.0
272,PIEL,0.0
272,PIPA,1.0
272,PITA,0.0
272,QUGE,0.0
272,QULA,0.0
272,QUNI,0.0
274,ACRU,0.0
274,LIST,0.0
274,OTHER,0.0
274,PIEL,0.0
274,PIPA,1.0
274,PITA,0.0
274,QUGE,0.0
274,QULA,0.0
274,QUNI,0.0
276,ACRU,0.0
276,LIST,0.0
276,OTHER,0.0
276,PIEL,0.0
276,PIPA,1.0
276,PITA,0.0
276,QUGE,0.0
276,QULA,0.0
276,QUNI,0.0
279,ACRU,0.0
279,LIST,0.0
279,OTHER,0.0
279,PIEL,0.0
279,PIPA,0.3333333333333333
279,PITA,0.0
279,QUGE,0.0
279,QULA,0.6666666666666666
279,QUNI,0.0
280,ACRU,0.0
280,LIST,0.0
280,OTHER,0.0
280,PIEL,0.0
280,PIPA,1.0
280,PITA,0.0
280,QUGE,0.0
280,QULA,0.0
280,QUNI,0.0
281,ACRU,0.0
281,LIST,0.0
281,OTHER,0.0
281,PIEL,0.0
281,PIPA,0.08333333333333333
281,PITA,0.0
281,QUGE,0.0
281,QULA,0.9166666666666666
281,QUNI,0.0
283,ACRU,0.0
283,LIST,0.0
283,OTHER,0.0
283,PIEL,0.0
283,PIPA,1.0
283,PITA,0.0
283,QUGE,0.0
283,QULA,0.0
283,QUNI,0.0
287,ACRU,0.0
287,LIST,0.0
287,OTHER,0.0
287,PIEL,0.0
287,PIPA,1.0
287,PITA,0.0
287,QUGE,0.0
287,QULA,0.0
287,QUNI,0.0
288,ACRU,0.0
288,LIST,0.0
288,OTHER,0.0
288,PIEL,0.0
288,PIPA,0.0
288,PITA,0.0
288,QUGE,0.0
288,QULA,1.0
288,QUNI,0.0
291,ACRU,0.0
291,LIST,0.0
291,OTHER,0.0
291,PIEL,0.0
291,PIPA,1.0
291,PITA,0.0
291,QUGE,0.0
291,QULA,0.0
291,QUNI,0.0
292,ACRU,0.0
292,LIST,0.0
292,OTHER,0.0
292,PIEL,0.0
292,PIPA,1.0
292,PITA,0.0
