Crown_id	AC	LI	OT	PI	QU	
30	0	0	0	0	1	
493	0	0	0	1	0	
401	0	1	0	0	0	
229	0	0	0	1	0	
622	0	0	0	1	0	
72	0	0	0	1	0	
72	0	0	0	1	0	
194	0	0	0	1	0	
164	0	0	0	0	1	
16	0	0	0	1	0	
606	0	0	0	0	1	
602	0	0	0	1	0	
13	0	0	0	1	0	
440	0	0	0	1	0	
295	0	0	0	0	1	
213	0	0	0	1	0	
16	0	0	0	1	0	
173	0	0	0	1	0	
529	0	0	0	1	0	
133	0	0	0	1	0	
58	0	0	0	1	0	
71	0	0	0	1	0	
73	0	0	0	0	1	
554	0	0	1	0	0	
484	0	0	0	0	1	
161	0	0	0	1	0	
158	0	0	0	1	0	
263	0	0	0	1	0	
397	0	0	0	1	0	
401	0	1	0	0	0	
497	0	0	0	1	0	
213	0	0	0	1	0	
479	0	0	0	1	0	
361	0	0	0	1	0	
98	0	0	0	1	0	
351	0	0	0	1	0	
561	0	0	0	1	0	
135	0	0	0	1	0	
205	0	0	0	1	0	
232	0	0	0	0	1	
395	0	0	0	1	0	
67	0	0	0	1	0	
450	0	0	0	1	0	
266	0	0	0	0	1	
31	0	0	0	0	1	
133	0	0	0	1	0	
432	0	0	0	0	1	
23	0	0	0	0	1	
529	0	0	0	1	0	
382	0	0	0	0	1	
280	0	0	0	1	0	
430	0	0	0	1	0	
407	0	0	0	1	0	
265	0	0	0	0	1	
123	0	0	0	1	0	
29	0	0	0	1	0	
31	0	0	0	0	1	
373	0	1	0	0	0	
484	0	0	0	0	1	
29	0	0	0	1	0	
365	0	0	0	0	1	
529	0	0	0	1	0	
568	0	0	0	1	0	
587	0	0	0	0	1	
73	0	0	0	0	1	
133	0	0	0	1	0	
524	0	0	0	1	0	
554	0	1	0	0	0	
20	0	0	0	1	0	
272	0	0	0	1	0	
465	0	0	0	1	0	
134	0	0	0	1	0	
279	0	0	0	1	0	
375	0	0	0	1	0	
52	0	0	0	0	1	
199	0	0	0	1	0	
98	0	0	0	1	0	
157	0	0	0	1	0	
281	0	0	0	0	1	
265	0	0	0	0	1	
283	0	0	0	1	0	
95	0	0	0	1	0	
622	0	0	0	1	0	
168	0	0	0	1	0	
601	0	0	0	1	0	
292	0	0	0	1	0	
216	0	0	0	1	0	
109	0	0	0	1	0	
398	0	0	0	1	0	
232	0	0	0	0	1	
423	0	0	0	1	0	
133	0	0	0	1	0	
208	0	0	0	1	0	
72	0	0	0	1	0	
215	0	0	0	1	0	
339	0	0	0	0	1	
407	0	0	0	1	0	
293	0	0	0	1	0	
315	0	0	0	1	0	
402	0	0	0	1	0	
480	0	0	0	1	0	
58	0	0	0	1	0	
182	0	0	0	1	0	
366	0	0	0	1	0	
587	0	0	0	0	1	
568	0	0	0	1	0	
612	0	0	0	1	0	
183	0	0	0	1	0	
283	0	0	0	1	0	
225	0	0	0	0	1	
340	0	0	0	0	1	
153	0	0	0	1	0	
25	0	0	0	1	0	
400	0	0	0	1	0	
206	0	0	0	0	1	
281	0	0	0	0	1	
400	0	0	0	1	0	
266	0	0	0	0	1	
207	0	0	0	1	0	
469	0	0	0	0	1	
193	0	0	0	1	0	
394	0	0	0	1	0	
111	0	0	0	1	0	
540	0	0	0	1	0	
153	0	0	0	1	0	
199	0	0	0	1	0	
527	0	0	0	1	0	
415	0	0	0	1	0	
479	0	0	0	1	0	
119	0	0	0	0	1	
471	0	0	0	1	0	
280	0	0	0	1	0	
450	0	0	0	1	0	
194	0	0	0	0	1	
495	0	0	0	1	0	
133	0	0	0	1	0	
158	0	0	0	1	0	
139	0	0	0	1	0	
303	0	0	0	1	0	
450	0	0	0	1	0	
450	0	0	0	1	0	
181	0	0	0	1	0	
313	0	0	0	0	1	
400	0	0	0	1	0	
373	0	1	0	0	0	
306	0	0	0	1	0	
20	0	0	0	1	0	
352	0	0	0	1	0	
205	0	0	0	1	0	
58	0	0	0	1	0	
263	0	0	0	1	0	
564	0	0	0	1	0	
83	0	0	0	0	1	
451	0	0	0	1	0	
111	0	0	0	1	0	
602	0	0	0	1	0	
9	0	0	0	0	1	
95	0	0	0	1	0	
158	0	0	0	1	0	
232	0	0	0	0	1	
280	0	0	0	1	0	
123	0	0	0	1	0	
417	0	0	0	1	0	
158	0	0	0	1	0	
493	0	0	0	1	0	
292	0	0	0	1	0	
291	0	0	0	1	0	
303	0	0	0	1	0	
339	0	0	0	1	0	
450	0	0	0	1	0	
417	0	0	0	1	0	
454	0	0	0	1	0	
472	0	0	0	0	1	
426	0	0	0	0	1	
287	0	0	0	1	0	
237	0	0	0	0	1	
115	0	0	0	1	0	
92	0	0	0	0	1	
401	0	1	0	0	0	
194	0	0	0	1	0	
162	0	0	0	1	0	
30	0	0	0	0	1	
454	0	0	0	1	0	
415	0	0	0	1	0	
494	0	0	0	1	0	
276	0	0	0	1	0	
298	0	0	0	1	0	
71	0	0	0	1	0	
24	0	0	0	1	0	
405	0	0	0	1	0	
18	0	0	0	0	1	
53	0	0	0	1	0	
288	0	0	0	0	1	
470	0	0	0	1	0	
594	0	0	0	1	0	
279	0	0	0	0	1	
232	0	0	0	0	1	
382	0	0	0	0	1	
281	0	0	0	0	1	
395	0	0	0	1	0	
3	0	0	0	1	0	
602	0	0	0	1	0	
9	0	0	0	0	1	
304	0	0	0	1	0	
207	0	0	0	1	0	
57	0	0	0	1	0	
231	0	0	0	1	0	
139	0	0	0	1	0	
318	0	0	0	1	0	
44	0	0	0	1	0	
375	0	0	0	1	0	
340	0	0	0	0	1	
403	0	0	0	1	0	
365	0	0	0	0	1	
21	0	0	0	1	0	
419	0	0	0	1	0	
21	0	0	0	1	0	
188	0	0	0	1	0	
100	0	0	0	1	0	
482	0	1	0	0	0	
536	0	0	0	1	0	
18	0	0	0	0	1	
423	0	0	0	1	0	
252	0	0	0	1	0	
338	0	0	0	1	0	
505	0	0	0	1	0	
552	0	0	0	0	1	
156	0	0	0	1	0	
564	0	0	0	0	1	
20	0	0	0	1	0	
554	0	0	1	0	0	
357	0	0	0	1	0	
158	0	0	0	1	0	
295	0	0	0	0	1	
165	0	0	0	1	0	
304	0	0	0	1	0	
480	0	0	0	1	0	
382	0	0	0	0	1	
16	0	0	0	1	0	
393	0	0	0	0	1	
557	0	0	0	1	0	
494	0	0	0	1	0	
318	0	0	0	1	0	
29	0	0	0	1	0	
398	0	0	0	1	0	
398	0	0	0	1	0	
265	0	0	0	0	1	
153	0	0	0	1	0	
213	0	0	0	1	0	
115	0	0	0	1	0	
253	0	0	0	1	0	
478	0	0	0	1	0	
283	0	0	0	1	0	
134	0	0	0	1	0	
518	0	0	0	1	0	
450	0	0	0	1	0	
586	0	0	0	1	0	
172	0	0	0	1	0	
539	0	0	0	1	0	
90	0	0	0	0	1	
471	0	0	0	1	0	
13	0	0	0	1	0	
298	0	0	0	1	0	
470	0	0	0	1	0	
62	0	0	0	0	1	
415	0	0	0	1	0	
214	0	0	0	1	0	
31	0	0	0	0	1	
554	0	0	1	0	0	
446	0	0	0	1	0	
335	0	0	0	1	0	
119	0	0	0	0	1	
313	0	0	0	0	1	
529	0	0	0	1	0	
602	0	0	0	1	0	
494	0	0	0	1	0	
29	0	0	0	1	0	
450	0	0	0	1	0	
99	0	0	0	1	0	
53	0	0	0	1	0	
554	0	0	1	0	0	
602	0	0	0	1	0	
524	0	0	0	1	0	
521	0	0	0	1	0	
313	0	0	0	1	0	
233	0	0	0	1	0	
199	0	0	0	1	0	
136	0	0	0	1	0	
440	0	0	0	1	0	
21	0	0	0	1	0	
292	0	0	0	1	0	
405	0	0	0	1	0	
67	0	0	0	1	0	
14	0	0	0	1	0	
266	0	0	0	0	1	
115	0	0	0	1	0	
539	0	0	0	1	0	
450	0	0	0	1	0	
592	0	0	0	1	0	
414	0	0	0	1	0	
221	0	0	0	1	0	
414	0	0	0	1	0	
199	0	0	0	1	0	
190	0	1	0	0	0	
266	0	0	0	0	1	
133	0	0	0	1	0	
303	0	0	0	1	0	
164	0	0	0	0	1	
375	0	0	0	1	0	
231	0	0	0	1	0	
168	0	0	0	1	0	
57	0	0	0	1	0	
206	0	0	0	0	1	
158	0	0	0	1	0	
208	0	0	0	1	0	
72	0	0	0	1	0	
384	0	0	0	0	1	
373	0	1	0	0	0	
97	0	0	0	1	0	
448	0	0	0	0	1	
266	0	0	0	0	1	
388	0	0	0	0	1	
58	0	0	0	1	0	
279	0	0	0	0	1	
21	0	0	0	1	0	
266	0	0	0	0	1	
304	0	0	0	0	1	
382	0	0	0	0	1	
281	0	0	0	0	1	
373	0	0	0	0	1	
415	0	0	0	1	0	
97	0	0	0	1	0	
375	0	0	0	1	0	
266	0	0	0	0	1	
18	0	0	0	0	1	
90	0	0	0	0	1	
403	0	0	0	1	0	
134	0	0	0	1	0	
505	0	0	0	1	0	
420	0	0	0	1	0	
231	0	0	0	1	0	
134	0	0	0	1	0	
450	0	0	0	1	0	
228	0	0	0	1	0	
235	1	0	0	0	0	
324	0	0	0	1	0	
523	0	0	0	0	1	
398	0	0	0	1	0	
559	0	0	0	1	0	
92	0	0	0	0	1	
448	0	0	0	0	1	
280	0	0	0	1	0	
25	0	0	0	1	0	
87	0	0	0	1	0	
586	0	0	0	1	0	
539	0	0	0	1	0	
235	1	0	0	0	0	
496	0	0	0	1	0	
450	0	0	0	1	0	
598	0	0	0	1	0	
423	0	0	0	1	0	
3	0	0	0	1	0	
194	0	0	0	1	0	
454	0	0	0	1	0	
539	0	0	0	1	0	
141	0	0	0	1	0	
606	0	0	0	1	0	
564	0	0	0	1	0	
398	0	0	0	1	0	
87	0	0	0	1	0	
235	1	0	0	0	0	
348	0	0	0	1	0	
205	0	0	0	1	0	
78	0	0	0	1	0	
270	0	0	0	1	0	
110	0	0	0	1	0	
451	0	0	0	1	0	
497	0	0	0	1	0	
339	0	0	0	0	1	
450	0	0	0	1	0	
351	0	0	0	1	0	
531	0	0	0	0	1	
586	0	0	0	1	0	
561	0	0	0	1	0	
390	0	0	0	1	0	
4	0	0	0	1	0	
235	1	0	0	0	0	
205	0	0	0	1	0	
54	0	0	0	1	0	
188	0	0	0	1	0	
158	0	0	0	1	0	
512	0	0	0	1	0	
505	0	0	0	1	0	
539	0	0	0	1	0	
211	0	0	0	1	0	
265	0	0	0	0	1	
557	0	0	0	1	0	
601	0	0	0	1	0	
87	0	0	0	1	0	
338	0	0	0	1	0	
291	0	0	0	1	0	
420	0	0	0	1	0	
398	0	0	0	1	0	
388	0	0	0	0	1	
183	0	0	0	0	1	
170	0	0	0	1	0	
382	0	0	0	0	1	
72	0	0	0	1	0	
547	0	0	0	0	1	
602	0	0	0	1	0	
554	0	0	1	0	0	
505	0	0	0	1	0	
601	0	0	0	1	0	
452	0	0	0	1	0	
554	0	0	1	0	0	
14	0	0	0	1	0	
216	0	0	0	1	0	
22	0	0	0	0	1	
58	0	0	0	1	0	
188	0	0	0	1	0	
133	0	0	0	1	0	
508	0	0	0	1	0	
174	0	0	0	1	0	
295	0	0	0	1	0	
568	0	0	0	1	0	
95	0	0	0	1	0	
382	0	0	0	0	1	
31	0	0	0	0	1	
348	0	0	0	1	0	
398	0	0	0	1	0	
574	0	0	0	0	1	
354	0	0	0	1	0	
272	0	0	0	1	0	
232	0	0	0	0	1	
610	0	0	0	1	0	
221	0	0	0	1	0	
598	0	0	0	1	0	
382	0	0	0	0	1	
265	0	0	0	0	1	
466	0	0	0	1	0	
348	0	0	0	1	0	
228	0	0	0	1	0	
283	0	0	0	1	0	
20	0	0	0	0	1	
4	0	0	0	1	0	
21	0	0	0	1	0	
375	0	0	0	1	0	
14	0	0	0	1	0	
72	0	0	0	1	0	
375	0	0	0	1	0	
316	0	0	0	1	0	
71	0	0	0	1	0	
609	0	0	0	1	0	
207	0	0	0	1	0	
395	0	0	0	1	0	
602	0	0	0	1	0	
241	0	0	0	1	0	
601	0	0	0	1	0	
205	0	0	0	1	0	
495	0	0	0	1	0	
100	0	0	0	1	0	
478	0	0	0	1	0	
490	0	0	0	0	1	
45	0	0	0	1	0	
133	0	0	0	1	0	
612	0	0	0	1	0	
559	0	0	0	1	0	
231	0	0	0	1	0	
318	0	0	0	1	0	
25	0	0	0	1	0	
493	0	0	0	1	0	
242	0	0	0	1	0	
266	0	0	0	0	1	
493	0	0	0	1	0	
280	0	0	0	1	0	
382	0	0	0	0	1	
306	0	0	0	1	0	
31	0	0	0	0	1	
100	0	0	0	1	0	
612	0	0	0	1	0	
171	0	0	0	0	1	
266	0	0	0	0	1	
258	0	0	0	1	0	
266	0	0	0	0	1	
158	0	0	0	1	0	
450	0	0	0	1	0	
133	0	0	0	1	0	
234	0	0	0	1	0	
410	0	0	0	0	1	
598	0	0	0	1	0	
474	0	0	0	1	0	
199	0	0	0	1	0	
193	0	0	0	1	0	
206	0	0	0	0	1	
71	0	0	0	1	0	
423	0	0	0	1	0	
9	0	0	0	0	1	
140	0	0	0	0	1	
416	0	0	0	0	1	
398	0	0	0	1	0	
490	0	0	0	0	1	
98	0	0	0	1	0	
451	0	0	0	1	0	
508	0	0	0	1	0	
156	0	0	0	1	0	
554	0	0	1	0	0	
398	0	0	0	1	0	
262	0	0	0	0	1	
291	0	0	0	1	0	
208	0	0	0	1	0	
490	0	0	0	0	1	
86	0	0	0	0	1	
398	0	0	0	1	0	
164	0	0	0	0	1	
29	0	0	0	1	0	
298	0	0	0	1	0	
474	0	0	0	1	0	
594	0	0	0	1	0	
57	0	0	0	1	0	
206	0	0	0	0	1	
338	0	0	0	1	0	
398	0	0	0	1	0	
231	0	0	0	1	0	
399	0	0	0	1	0	
521	0	0	0	1	0	
4	0	0	0	1	0	
432	0	0	0	0	1	
494	0	0	0	1	0	
188	0	0	0	1	0	
172	0	0	0	1	0	
58	0	0	0	1	0	
133	0	0	0	1	0	
373	1	0	0	0	0	
44	0	0	0	1	0	
283	0	0	0	1	0	
298	0	0	0	1	0	
505	0	0	0	1	0	
518	0	0	0	1	0	
21	0	0	0	1	0	
414	0	0	0	1	0	
324	0	0	0	1	0	
58	0	0	0	1	0	
476	0	0	0	0	1	
245	0	0	0	1	0	
268	0	0	0	1	0	
415	0	0	0	1	0	
384	0	0	0	0	1	
235	1	0	0	0	0	
156	0	0	0	1	0	
298	0	0	0	1	0	
598	0	0	0	1	0	
293	0	0	0	1	0	
234	0	0	0	1	0	
454	0	0	0	1	0	
266	0	0	0	0	1	
521	0	0	0	1	0	
302	0	0	0	0	1	
405	0	0	0	1	0	
62	0	0	0	0	1	
270	0	0	0	1	0	
602	0	0	0	1	0	
455	0	0	0	1	0	
170	0	0	0	1	0	
484	0	0	0	0	1	
265	0	0	0	0	1	
57	0	0	0	1	0	
133	0	0	0	1	0	
505	0	0	0	1	0	
405	0	0	0	1	0	
379	0	0	0	0	1	
435	0	0	0	0	1	
111	0	0	0	1	0	
557	0	0	0	1	0	
321	0	0	0	1	0	
188	0	0	0	1	0	
517	0	0	0	1	0	
521	0	0	0	1	0	
22	0	0	0	0	1	
622	0	0	0	1	0	
375	0	0	0	1	0	
72	0	0	0	1	0	
466	0	0	0	1	0	
266	0	0	0	0	1	
387	0	0	0	1	0	
554	0	0	1	0	0	
415	0	0	0	1	0	
174	0	0	0	0	1	
315	0	0	0	1	0	
99	0	0	0	1	0	
31	0	0	0	0	1	
340	0	0	0	0	1	
338	0	0	0	1	0	
399	0	0	0	1	0	
188	0	0	0	1	0	
73	0	0	0	0	1	
16	0	0	0	1	0	
25	0	0	0	1	0	
351	0	0	0	1	0	
539	0	0	0	1	0	
602	0	0	0	1	0	
30	0	0	0	0	1	
419	0	0	0	1	0	
256	0	0	0	0	1	
266	0	0	0	0	1	
382	0	0	0	0	1	
45	0	0	0	1	0	
295	0	0	0	0	1	
29	0	0	0	1	0	
61	0	0	0	1	0	
72	0	0	0	1	0	
207	0	0	0	1	0	
471	0	0	0	1	0	
508	0	0	0	1	0	
31	0	0	0	0	1	
398	0	0	0	1	0	
338	0	0	0	1	0	
29	0	0	0	1	0	
497	0	0	0	1	0	
188	0	0	0	1	0	
521	0	0	0	1	0	
124	0	0	0	0	1	
241	0	0	0	1	0	
368	0	0	0	0	1	
251	0	0	0	1	0	
497	0	0	0	1	0	
86	0	0	0	0	1	
373	0	1	0	0	0	
420	0	0	0	1	0	
594	0	0	0	1	0	
298	0	0	0	1	0	
158	0	0	0	1	0	
25	0	0	0	1	0	
283	0	0	0	1	0	
407	0	0	0	1	0	
268	0	0	0	1	0	
20	0	0	0	1	0	
415	0	0	0	1	0	
391	0	0	0	1	0	
476	0	0	0	0	1	
598	0	0	0	1	0	
338	0	0	0	1	0	
110	0	0	0	1	0	
133	0	0	0	1	0	
423	0	0	0	1	0	
61	0	0	0	1	0	
270	0	0	0	1	0	
266	0	0	0	0	1	
450	0	0	0	1	0	
601	0	0	0	1	0	
454	0	0	0	1	0	
79	0	0	0	1	0	
31	0	0	0	0	1	
87	0	0	0	1	0	
280	0	0	0	1	0	
194	0	0	0	1	0	
373	0	1	0	0	0	
420	0	0	0	1	0	
287	0	0	0	1	0	
373	0	1	0	0	0	
235	1	0	0	0	0	
415	0	0	0	1	0	
313	0	0	0	0	1	
280	0	0	0	1	0	
291	0	0	0	1	0	
292	0	0	0	1	0	
245	0	0	0	0	1	
292	0	0	0	1	0	
391	0	0	0	1	0	
521	0	0	0	1	0	
123	0	0	0	1	0	
99	0	0	0	1	0	
96	0	0	0	1	0	
388	0	0	0	0	1	
199	0	0	0	1	0	
283	0	0	0	1	0	
172	0	0	0	1	0	
435	0	0	0	0	1	
466	0	0	0	1	0	
100	0	0	0	1	0	
348	0	0	0	1	0	
567	0	0	0	1	0	
46	0	0	0	1	0	
25	0	0	0	1	0	
367	0	0	0	1	0	
168	0	0	0	1	0	
266	0	0	0	0	1	
155	0	0	0	1	0	
25	0	0	0	1	0	
190	0	1	0	0	0	
58	0	0	0	1	0	
466	0	0	0	1	0	
155	0	0	0	1	0	
177	0	0	0	1	0	
304	0	0	0	1	0	
31	0	0	0	0	1	
471	0	0	0	1	0	
321	0	0	0	1	0	
4	0	0	0	1	0	
276	0	0	0	1	0	
114	0	0	0	1	0	
55	0	0	0	1	0	
451	0	0	0	1	0	
578	0	0	0	0	1	
586	0	0	0	1	0	
415	0	0	0	1	0	
398	0	0	0	1	0	
62	0	0	0	0	1	
363	0	0	0	1	0	
622	0	0	0	1	0	
199	0	0	0	1	0	
375	0	0	0	1	0	
265	0	0	0	0	1	
99	0	0	0	1	0	
321	0	0	0	1	0	
153	0	0	0	1	0	
598	0	0	0	1	0	
94	0	0	0	0	1	
237	0	0	0	1	0	
415	0	0	0	1	0	
474	0	0	0	1	0	
18	0	0	0	0	1	
188	0	0	0	1	0	
235	1	0	0	0	0	
297	0	0	0	1	0	
31	0	0	0	0	1	
557	0	0	0	1	0	
173	0	0	0	1	0	
302	0	0	0	0	1	
119	0	0	0	0	1	
29	0	0	0	1	0	
455	0	0	0	1	0	
22	0	0	0	0	1	
622	0	0	0	1	0	
266	0	0	0	0	1	
205	0	0	0	1	0	
168	0	0	0	1	0	
455	0	0	0	1	0	
492	0	0	0	1	0	
598	0	0	0	1	0	
440	0	0	0	1	0	
525	0	0	0	0	1	
45	0	0	0	1	0	
397	0	0	0	1	0	
94	0	0	0	0	1	
450	0	0	0	1	0	
153	0	0	0	1	0	
497	0	0	0	1	0	
601	0	0	0	1	0	
225	0	0	0	0	1	
82	0	0	0	0	1	
156	0	0	0	1	0	
156	0	0	0	1	0	
190	0	1	0	0	0	
471	0	0	0	1	0	
24	0	0	0	0	1	
266	0	0	0	0	1	
466	0	0	0	1	0	
466	0	0	0	1	0	
423	0	0	0	1	0	
494	0	0	0	1	0	
177	0	0	0	1	0	
237	0	0	0	0	1	
401	0	1	0	0	0	
354	0	0	0	1	0	
304	0	0	0	0	1	
561	0	0	0	1	0	
266	0	0	0	1	0	
94	0	0	0	0	1	
293	0	0	0	1	0	
598	0	0	0	1	0	
424	0	0	0	1	0	
601	0	0	0	1	0	
184	0	0	0	1	0	
373	0	1	0	0	0	
361	0	0	0	1	0	
133	0	0	0	1	0	
298	0	0	0	1	0	
258	0	0	0	1	0	
601	0	0	0	1	0	
55	0	0	0	1	0	
451	0	0	0	1	0	
352	0	0	0	1	0	
13	0	0	0	1	0	
602	0	0	0	1	0	
578	0	0	0	0	1	
58	0	0	0	1	0	
28	0	0	0	1	0	
455	0	0	0	1	0	
612	0	0	0	1	0	
407	0	0	0	1	0	
494	0	0	0	1	0	
61	0	0	0	1	0	
205	0	0	0	1	0	
375	0	0	0	1	0	
476	0	0	0	0	1	
415	0	0	0	1	0	
398	0	0	0	1	0	
194	0	0	0	1	0	
382	0	0	0	0	1	
305	0	0	0	0	1	
292	0	0	0	1	0	
188	0	0	0	1	0	
232	0	0	0	0	1	
232	0	0	0	0	1	
497	0	0	0	1	0	
423	0	0	0	1	0	
295	0	0	0	0	1	
207	0	0	0	1	0	
58	0	0	0	1	0	
133	0	0	0	1	0	
135	0	0	0	1	0	
79	0	0	0	1	0	
133	0	0	0	1	0	
29	0	0	0	1	0	
564	0	0	0	1	0	
115	0	0	0	1	0	
283	0	0	0	1	0	
22	0	0	0	0	1	
232	0	0	0	0	1	
361	0	0	0	1	0	
161	0	0	0	1	0	
231	0	0	0	1	0	
157	1	0	0	0	0	
99	0	0	0	1	0	
237	0	0	0	0	1	
95	0	0	0	1	0	
95	0	0	0	1	0	
213	0	0	0	1	0	
266	0	0	0	0	1	
373	0	0	0	0	1	
405	0	0	0	1	0	
183	0	0	0	1	0	
216	0	0	0	1	0	
352	0	0	0	1	0	
265	0	0	0	0	1	
524	0	0	0	1	0	
395	0	0	0	1	0	
58	0	0	0	1	0	
98	0	0	0	1	0	
213	0	0	0	1	0	
423	0	0	0	1	0	
348	0	0	0	1	0	
73	0	0	0	0	1	
287	0	0	0	1	0	
199	0	0	0	1	0	
140	0	0	0	0	1	
281	0	0	0	0	1	
401	0	1	0	0	0	
493	0	0	0	1	0	
554	0	0	1	0	0	
586	0	0	0	1	0	
594	0	0	0	1	0	
266	0	0	0	0	1	
99	0	0	0	1	0	
153	0	0	0	1	0	
427	0	0	0	1	0	
302	0	0	0	0	1	
340	0	0	0	0	1	
205	0	0	0	1	0	
554	0	0	1	0	0	
4	0	0	0	1	0	
168	0	0	0	1	0	
554	0	0	1	0	0	
295	0	0	0	1	0	
554	0	0	1	0	0	
99	0	0	0	1	0	
470	0	0	0	1	0	
471	0	0	0	1	0	
338	0	0	0	1	0	
612	0	0	0	1	0	
172	0	0	0	1	0	
205	0	0	0	1	0	
29	0	0	0	1	0	
98	0	0	0	1	0	
561	0	0	0	1	0	
136	0	0	0	1	0	
4	0	0	0	1	0	
172	0	0	0	1	0	
450	0	0	0	1	0	
58	0	0	0	1	0	
524	0	0	0	1	0	
156	0	0	0	1	0	
340	0	0	0	0	1	
280	0	0	0	1	0	
86	0	0	0	0	1	
157	0	0	0	1	0	
475	0	0	0	1	0	
168	0	0	0	1	0	
110	0	0	0	1	0	
592	0	0	0	1	0	
366	0	0	0	1	0	
382	0	0	0	0	1	
497	0	0	0	1	0	
133	0	0	0	1	0	
602	0	0	0	1	0	
183	0	0	0	1	0	
405	0	0	0	1	0	
96	0	0	0	1	0	
82	0	0	0	0	1	
188	0	0	0	1	0	
435	0	0	0	0	1	
564	0	0	0	0	1	
430	0	0	0	1	0	
306	0	0	0	1	0	
391	0	0	0	1	0	
31	0	0	0	0	1	
25	0	0	0	1	0	
313	0	0	0	0	1	
490	0	0	0	0	1	
281	0	0	0	0	1	
54	0	0	0	1	0	
205	0	0	0	1	0	
232	0	0	0	0	1	
254	0	0	0	1	0	
598	0	0	0	1	0	
482	0	1	0	0	0	
31	0	0	0	0	1	
601	0	0	0	1	0	
561	0	0	0	1	0	
305	0	0	0	0	1	
177	0	0	0	1	0	
114	0	0	0	1	0	
13	0	0	0	1	0	
162	0	0	0	1	0	
133	0	0	0	1	0	
361	0	0	0	1	0	
324	0	0	0	1	0	
133	0	0	0	1	0	
401	0	0	0	1	0	
158	0	0	0	1	0	
471	0	0	0	1	0	
601	0	0	0	1	0	
283	0	0	0	1	0	
602	0	0	0	1	0	
171	0	0	0	0	1	
521	0	0	0	1	0	
235	1	0	0	0	0	
495	0	0	0	1	0	
24	0	0	0	1	0	
400	0	0	0	1	0	
270	0	0	0	1	0	
540	0	0	0	1	0	
448	0	0	0	0	1	
182	0	0	0	1	0	
72	0	0	0	1	0	
367	0	0	0	1	0	
293	0	0	0	1	0	
451	0	0	0	1	0	
401	0	1	0	0	0	
171	0	0	0	0	1	
235	0	0	0	0	1	
215	0	0	0	1	0	
177	0	0	0	1	0	
53	0	0	0	1	0	
554	0	0	1	0	0	
162	0	0	0	1	0	
