crown_ids	AC	LI	OT	PI	QU	
121	1.3518311694651315e-07	5.650754168203049e-07	4.2404888476331994e-09	0.9998349723739484	0.00016432312702897292	
31	0.00041826937894434333	8.983770985390995e-06	4.597407694494143e-06	2.0901175866393223e-07	0.9995679404306171	
216	0.0008804401046884715	6.117616713240773e-12	7.601109552490093e-10	0.9596500802869553	0.039469478842127516	
29	6.9473914078721e-11	1.9213905328163534e-10	1.533947604002209e-11	0.9999997055480404	2.941750071322034e-07	
523	3.818233200602595e-06	2.1095736127747743e-06	7.406600786915515e-09	0.0157149547582812	0.9842791100283046	
321	4.122477382106186e-05	6.296157682485902e-05	5.757634911153691e-08	0.9636639323105056	0.03623182376249937	
527	0.00022707973716030677	5.424240965284581e-10	8.841583208575388e-09	0.9205702257871002	0.07920268509173216	
228	2.160481788922761e-05	1.227737078893874e-05	6.518483138413626e-06	0.9969772121084647	0.002982387219718816	
205	0.00014079684766938767	2.8727467468114576e-06	1.3821591778406176e-05	0.9979245611014633	0.0019179477123420939	
281	2.226416153293992e-05	0.00020562006548717016	0.00010076974766793634	0.0007764336774558121	0.9988949123478561	
431	0.005081977153503243	7.629430770443886e-13	3.0487318566819346e-09	0.058174778822611364	0.9367432409743905	
256	7.815972761704492e-07	1.8443515156622964e-06	4.078344414192546e-07	0.00022366124086003995	0.9997733049759067	
71	0.0003699899690541199	1.0315752984580746e-05	2.7078775579462685e-06	0.9981858129981712	0.001431173402232067	
338	8.379874242228764e-05	4.347291426925287e-05	2.143032167659825e-05	0.9816448058798015	0.018206492141830264	
369	0.00512426841427072	0.00039574985124085735	1.5664942188042437e-05	0.9928382877079163	0.001626029084384212	
598	5.592505961652464e-05	1.1790923761845599e-05	1.8990050286238962e-07	0.926786052709687	0.0731460414064318	
387	8.108263173453299e-05	2.9414316361991207e-05	1.128818647367649e-06	0.9381897358599831	0.061698638373272996	
134	8.174966085379146e-08	2.4466949430911782e-14	7.511536732978077e-14	0.9999997252962078	1.9295403175360262e-07	
95	1.5627016527023302e-07	3.249478433385015e-07	2.202946185311789e-09	0.9943371151223065	0.005662401456738648	
313	2.80923377355232e-06	1.3942264146828564e-06	2.646092673871047e-10	0.0022344303457121576	0.9977613659294904	
454	5.841257629035216e-05	0.0001228941331968014	3.802509010644301e-06	0.9184689547103686	0.08134593607113343	
304	8.716340625105842e-06	1.9346548274468904e-05	3.978808751419314e-06	0.9711349286580654	0.028833029644283692	
213	3.918857945214322e-06	5.021410810322355e-06	2.3194919184846643e-06	0.9999417719746677	4.696826465828073e-05	
153	5.295305014273036e-10	2.5951988316506526e-08	1.918364372242937e-09	0.9999854484592003	1.4523140916263404e-05	
612	2.2435554515103102e-07	6.061876638779637e-07	2.5139800960691824e-07	0.9991416766664035	0.0008572413923778816	
73	1.3389061375676446e-05	6.163300060287977e-06	9.300427626548667e-06	0.07200036477684182	0.9279707824340957	
292	4.6188075193300634e-07	1.074644671197251e-06	6.616358582946713e-09	0.9977439470266977	0.0022545098315206796	
472	0.0004767634563372031	3.3864581753097975e-07	8.484686616539565e-06	0.0008612043209553528	0.9986532088902733	
610	5.267110942931257e-06	2.6731229098303983e-05	4.0039239889314846e-08	0.8577848057281787	0.1421831558925402	
469	3.3978718680597795e-06	4.43080666231973e-07	4.516155762589809e-08	2.2502552190578015e-08	0.9999960913833559	
450	4.640436448752067e-05	1.3134479260599927e-07	1.9664775155279764e-06	0.998494631471439	0.0014568663417653428	
4	7.587393956856714e-05	6.337554651443825e-06	6.593093476222931e-06	0.9997713421715838	0.000139853240719968	
601	4.333692152148368e-06	1.944793318016886e-06	8.711340000580206e-09	0.9947002177645378	0.005293495038651895	
29	8.127478535415405e-05	1.9392273993210418e-10	1.2083351878209265e-09	0.998199325534327	0.0017193982780608227	
20	3.176602554601604e-06	5.0125870927684955e-06	5.106066280263999e-08	0.9961429649379776	0.0038487948117123536	
306	1.8389884784382985e-06	1.2530263242966454e-05	9.057537702352382e-09	0.9299589642991976	0.07002665739154341	
403	5.317275473245397e-06	5.5597886655668924e-06	1.0645936832945844e-07	0.9990578155979131	0.0009312008785797039	
338	3.168611332050819e-05	2.336436935901529e-05	1.3671772642444316e-05	0.9970376793031667	0.002893598441511324	
601	2.4274305545965525e-06	4.967795932481348e-07	2.2385296807711656e-07	0.9998998921066327	9.695983025151438e-05	
394	2.867550768223608e-07	5.436977888295839e-07	4.099382511532284e-09	0.9997017623440357	0.00029740310371626085	
518	7.980500731701842e-06	9.911976728960297e-06	1.334408687609391e-06	0.9983319090192929	0.001648864094558814	
529	0.00015426455945582234	7.457848115553178e-05	5.040936917866234e-05	0.9119456686183854	0.08777507897182459	
29	2.636144355414798e-09	3.061008046605538e-09	1.2785188411126314e-09	0.9999955615853784	4.431438950272003e-06	
115	1.3067838502575046e-07	2.238022002768997e-07	8.009848216775727e-10	0.9996990691847568	0.0003005755336729786	
20	0.022478009990648015	1.8332066260486948e-07	3.940906539145354e-05	0.8612295499017838	0.11625284772151405	
293	6.75859747286059e-11	1.095263536526815e-10	2.3881814874785265e-12	0.9999617453362069	3.825448429278408e-05	
62	6.361834687844457e-05	1.2829050521349958e-07	3.77961256990456e-06	0.045131362366057345	0.954801111383989	
187	0.00020989625748342886	4.0222358010317494e-07	2.5453613655442416e-07	0.9867523588166977	0.013037088166102174	
271	1.5581962893970939e-06	1.2740817851062451e-06	6.976871042939422e-08	0.9749644650275264	0.025032632925688653	
612	3.7566976058028306e-07	1.4430878658794315e-06	2.676110760437015e-07	0.9998686946587796	0.0001292189725180134	
266	2.886263169977005e-06	9.053924604267506e-09	1.4534129903353973e-09	2.211005384324406e-11	0.9999971032073823	
54	7.680620848561538e-08	1.392039261605435e-07	1.6800849343320298e-08	0.9998731883408348	0.0001265788481810997	
242	1.1825321472788447e-06	1.03096223346458e-07	2.798331626973187e-07	0.9999355149110086	6.291962745812474e-05	
474	1.0619676121055223e-06	2.870316190964999e-06	2.1392736974162637e-08	0.9845145138747036	0.015481532448756328	
205	0.03210950981252575	5.284946607602527e-08	7.857967014294968e-07	0.8261701113901929	0.14171954015111396	
95	2.86589971749242e-07	1.6866483365853962e-06	7.531033301559439e-10	0.9974241130367794	0.002573912971809158	
87	7.124408583140971e-05	4.642088476877467e-07	3.829984742283141e-06	0.9984610672485553	0.001463394472023402	
199	5.361932768504652e-06	5.6323438130476505e-06	8.881898086815041e-07	0.9998494596231962	0.00013865791041347045	
559	1.7209631883662327e-06	1.7459638571291023e-05	4.2933816703467176e-08	0.9161524870593706	0.083828289405053	
205	2.09702231562295e-05	5.124300108565906e-06	1.1864975556900013e-05	0.9995153823678232	0.0004466581333548647	
29	3.934554174977666e-06	1.710744704337583e-07	8.765733184877175e-08	0.9988257443864523	0.00117006232757051	
295	0.0014631280436609598	1.4236742804193828e-07	2.60301091246142e-06	0.005318364346965225	0.9932157622310333	
521	0.00021077307441752643	2.1649850570219498e-05	1.1705887338760948e-05	0.9997249707022975	3.0900485375875504e-05	
21	9.808300110844415e-05	4.291428586699021e-05	1.0283501884218475e-05	0.9998415412646542	7.177946486289822e-06	
492	2.3217309199186734e-08	1.1319443846475298e-07	2.6810399074622545e-08	0.9986021549795081	0.0013976817983450728	
111	7.311861171020585e-07	2.952779130336362e-07	5.5849686964466885e-09	0.9934258625438358	0.006573105407165333	
207	2.3106959243979667e-05	8.054183528481767e-06	4.183245722401157e-07	0.9958475336971963	0.004120886835458905	
508	2.3194400481715395e-05	7.362571880568224e-05	1.2810324078906465e-07	0.9807675831570849	0.019135468620386942	
594	2.6165083709208325e-05	3.5568854120963744e-05	6.698171540159197e-06	0.8761334593973259	0.12379810849330393	
496	1.2866901366795068e-05	1.6000333524976278e-06	8.663059236236798e-07	0.9996754465042008	0.00030922025515638265	
177	1.889497629342375e-06	1.815665592730232e-06	4.714905948056731e-09	0.9987904793391498	0.0012058107827222844	
352	0.0001299149986914888	0.00013790779250647973	5.09862911145125e-05	0.9723076828659634	0.02737350805172405	
283	3.086075559339649e-07	2.6001942229757284e-10	7.182397409802181e-10	0.9999978486323226	1.8417818622882874e-06	
348	8.67512950694191e-06	3.0022336844556688e-05	4.1303704548471675e-05	0.8230083202651958	0.17691167856390436	
58	1.1339246595085288e-06	5.698265651023419e-07	7.850643134842999e-09	0.9996895706154735	0.0003087177826589108	
291	1.366523952171285e-05	1.8202142982008106e-05	5.83987393999446e-07	0.9942368933420076	0.0057306552880947185	
407	4.678844043017867e-06	3.053429890389189e-05	1.6070449103878918e-08	0.9832771226542537	0.016687648132350352	
53	2.6702571034004393e-05	6.622198681763248e-20	1.9222406471745767e-17	0.9946283082001512	0.005344989228814705	
401	0.05593078353968264	0.021061854273933027	0.9119214984985649	0.0011201037182462612	0.009965759969573183	
291	3.1870245253853615e-07	2.5955521824960553e-06	4.513558942585943e-08	0.9993467390546945	0.000650301555080952	
598	0.00013950356523723093	2.0115991228242146e-05	1.6285983938663413e-07	0.9524003561464653	0.04743986143722992	
471	1.6053124516836122e-06	2.068499709589168e-06	1.2746721938272504e-08	0.9897588278989934	0.010237485542123398	
521	0.0001179201176561557	6.479466734896158e-05	9.468402736411869e-06	0.9987311882929948	0.0010766285192636768	
234	0.0009382456164906274	1.9208201167132973e-07	1.3966536191562978e-06	0.5879966244706205	0.411063541177258	
348	2.561379277538532e-05	1.9694068423915725e-07	3.6340621454657763e-07	0.9959478175021236	0.004026008358202219	
567	6.6087779659989015e-06	5.673482209215193e-05	1.9772168263801053e-08	0.8752209617927073	0.12471567483506614	
495	0.0016564901191595443	2.4601999401218127e-08	5.524439622783079e-06	0.6604624374259119	0.33787552341330634	
57	4.6331818502493577e-08	9.307282787210942e-08	5.971628603842889e-10	0.9999882305314812	1.1629466709369098e-05	
71	0.0002006973898830299	6.687641290861648e-05	2.3419133180889933e-06	0.9901793890435289	0.009550695240361371	
586	1.1448132241588567e-06	1.4457782099259013e-06	3.973965455525697e-08	0.9999750757421474	2.2293926763909367e-05	
446	0.00026778925924629283	9.061092084327844e-12	1.3701362352623385e-10	0.9945759661804358	0.005156244414243201	
518	3.846188894575926e-06	7.759623299570604e-06	9.994676249899382e-06	0.9992856732362241	0.0006927262753316446	
291	3.6182937678719917e-06	9.842201061048363e-06	1.5562330182587974e-08	0.9887550401389489	0.011231483803892025	
592	1.4005808287160843e-06	3.0723487960358263e-06	4.762481648378914e-07	0.9998897025477158	0.00010534827449453774	
4	0.00042005279757420224	3.6771294608974306e-06	4.4058963373854874e-06	0.9988598348260505	0.0007120293505772082	
473	2.1563931385072027e-05	2.2107005065413284e-07	1.1162833136431758e-06	0.9953325223581524	0.004644576357098209	
199	9.423019503843709e-05	7.599012089472732e-05	2.799104575408851e-05	0.9750135356546799	0.02478825298363276	
602	5.9695018994322185e-06	6.436931134643837e-06	6.796974268414663e-08	0.9597663487716387	0.04022117682558464	
388	4.913718097531158e-05	6.474471267792892e-05	2.1625447187177598e-07	0.04842949970959876	0.9514564021422762	
283	5.242206204820835e-06	2.4136495899657296e-06	9.009058123099198e-07	0.9999830681297648	8.375108628132004e-06	
609	0.0003054734677908597	1.1085804536241198e-12	1.6324917297054726e-11	0.98548246030365	0.014212066211125536	
25	8.36248248965581e-11	3.173294031549884e-10	1.5912556314751954e-11	0.999965506395651	3.449318748228858e-05	
231	4.536643795677516e-06	8.172750153477788e-06	3.3277954826094353e-07	0.9968261795063293	0.0031607783201732373	
338	0.00019545480320969078	0.0001848539041002734	2.398503803265237e-05	0.8206967377841098	0.17889896847054768	
58	1.1512730681942243e-06	5.0154425847010984e-08	2.2417133144196405e-08	0.9999627282804989	3.604787487406311e-05	
179	3.739603848012618e-06	5.048949357368246e-06	5.399375477418447e-08	0.9986692389019367	0.00132191855110307	
97	0.0001742748646608566	3.318077886097982e-05	0.0001250369966997206	0.9967833368540173	0.0028841705057610747	
142	3.3985138929706e-05	1.1922148197581198e-05	2.0377824019762745e-05	0.991147910577485	0.008785804311368148	
338	1.9464383566645942e-05	6.9338809388313305e-06	1.459853616177237e-06	0.9313207116640049	0.0686514302178733	
423	1.1671600621775563e-05	5.99626135211146e-07	3.8223052920327056e-07	0.9992508624357122	0.0007364841070017402	
454	0.01878710612691125	2.4749468646606287e-05	5.356280571834061e-05	0.8554771095741674	0.12565747202455638	
480	2.2067724413709575e-07	5.781163402025732e-07	7.449240552785088e-07	0.9998428916025125	0.00015556467984780166	
87	5.6847165066887525e-06	4.0919582494395573e-07	3.5984791418082816e-06	0.9995535437398698	0.00043676386865666733	
226	6.340562511077623e-05	1.5273549745366706e-12	1.243201330381783e-09	0.9900512176043985	0.009885375525762057	
540	1.2505289118527565e-05	2.468923266259471e-05	6.654391946458276e-06	0.9997263053155043	0.00022984577076816458	
587	2.7859977342099817e-05	7.359227982050345e-05	7.713481252621692e-08	0.02981081229057515	0.9700876583174498	
324	4.313230320061327e-06	1.960053952269686e-05	9.935377233450136e-09	0.948627591420657	0.0513484848741229	
4	0.0003970268507250684	6.638307545454745e-07	4.889335196004534e-07	0.9970769453342668	0.002524875050733903	
20	1.656928745590234e-05	8.386828068404044e-05	5.150999954027962e-07	0.9943436113918996	0.00555543593996498	
476	0.00010553311173761153	0.00029491658279393875	7.641118812518742e-09	0.00031082550382262975	0.999288717160527	
133	9.639883652314566e-05	0.00010744089596361747	0.0001242943925670742	0.9742049727242593	0.025466893150686856	
173	2.7806610764273905e-06	1.1796792931570932e-07	3.6057098091296415e-08	0.9999947033263177	2.3619875784449465e-06	
140	0.006000028513794985	1.346193087526328e-06	0.00714738980442835	0.04539071508982233	0.9414605203988669	
136	5.1351790091079204e-09	7.183448630766843e-09	1.3689222232550895e-09	0.9999981525327922	1.8337796579746894e-06	
382	9.579279352600905e-07	5.482001676598526e-07	2.2005873202266982e-10	1.9991895830353934e-05	0.999978501756008	
153	4.476954889833787e-07	9.228226070187445e-07	5.19121696841776e-09	0.9995701507557189	0.00042847353496819573	
505	0.15529791523829128	0.030119526319897602	0.028560592782767798	0.7633739587557109	0.022648006903332307	
295	0.0004806516432285517	2.231254583946819e-06	1.1343444339693282e-07	0.0013629650251649873	0.9981540386425792	
182	4.2831245221671294e-05	0.00035827327355857314	1.186362726676364e-07	0.9561251369532695	0.04347363989167766	
266	6.85391107923836e-06	7.235908225151491e-06	3.5732010840172895e-10	2.6825712826209976e-05	0.9999590841105493	
465	0.011808858588904852	1.6483984627752534e-11	1.817935429963381e-09	0.721711511989164	0.2664796275875118	
160	4.048385066292065e-05	1.983481796468085e-05	4.862996433142382e-07	0.9693517019897125	0.030587493042016464	
14	7.896585445367652e-07	2.724380850258366e-06	3.556597166824371e-07	0.9797622160381727	0.02023391426271577	
348	1.9150413660275848e-05	6.794097860566188e-08	4.636883667363807e-07	0.9999571650303455	2.315292664890776e-05	
590	0.0003858155274624086	0.0001950665043600775	3.3933334914959496e-05	0.9869996482009337	0.012385536432329026	
30	6.925411825099972e-06	4.900961538483986e-09	5.876879041025859e-10	0.0016096178987924624	0.9983834512007329	
368	0.00025569403108475553	0.0002325712744723573	0.44831667795205477	0.1529789790130883	0.3982160777292999	
446	0.00017399738743267113	5.108446345590656e-10	1.9256700549413583e-08	0.9955708795410505	0.004255103303971642	
50	2.2078554286818668e-05	3.7893951915584604e-05	5.514209933714744e-05	0.985748448466564	0.014136436927896595	
351	5.282827201820708e-06	9.976780805878208e-06	1.873794317094477e-08	0.9911230539979878	0.008861667656061417	
594	0.00012204137061157732	0.00022093174699609072	7.287762469210467e-06	0.8681298881576752	0.13151985096224786	
158	8.297146217281308e-07	1.920645446229286e-06	2.676866556164063e-08	0.9996610465378407	0.00033617633342574506	
450	2.5776474331948e-05	1.9903876624864158e-07	7.284266701361491e-07	0.9998333791873028	0.00013991687292908543	
174	0.0005414795852620851	7.868965925748696e-06	1.3970378019668024e-05	0.17437579801995384	0.8250608830508386	
229	3.6444475161102117e-07	9.932328078777887e-07	8.77006191681733e-08	0.9989677444601408	0.0010308101616806058	
610	0.007224423585734577	8.191737554441202e-05	0.0007091406341718818	0.8968244705550912	0.09516004784945785	
71	0.0008160901070080879	4.7722569772506094e-05	1.5815066970769545e-06	0.9941834858290128	0.004951119987509508	
606	0.016982352664143253	5.331541862225447e-07	6.418069082740919e-06	0.16350742130373627	0.8195032748088514	
291	9.406178572718457e-06	5.981261400411063e-06	2.1479234366451078e-08	0.9690614957229245	0.030923095357867844	
496	9.39498262313714e-05	6.204902012285106e-05	3.54991705253046e-06	0.9726686913296787	0.027171759906914523	
602	7.455123942721843e-05	3.829821764869321e-05	4.82293016540166e-06	0.9092223403581838	0.0906599872545749	
14	3.91781114761912e-06	1.5505581097128657e-06	6.8846385062128245e-06	0.9873317902605033	0.01265585673173316	
31	0.00012282546924316515	0.000140109344917471	6.694882720926173e-07	4.906560909275159e-07	0.9997359050414764	
183	0.043658780966343486	3.4005196101639606e-13	1.1692442334023732e-10	0.30942464748181137	0.6469165714345806	
98	4.9512476665192116e-05	0.00011874484708306313	5.60772379315889e-06	0.9991498817892949	0.0006762531631637124	
225	0.8079661956897923	0.0006459138992294114	0.024031303373818785	2.834741745747096e-06	0.16735375229541377	
480	4.687395221741657e-09	2.053325350931655e-08	2.3525834361684057e-09	0.999976141309973	2.383111679474405e-05	
448	6.852121570297747e-05	9.54413527087639e-05	0.0012028949039704473	0.00030460562201481027	0.998328536905603	
450	2.061017580399042e-05	2.0131255023105403e-09	8.117979752465137e-08	0.9997201742516267	0.00025913237964632975	
