crown_ids	ACRU	LIST	OTHER	PIEL	PIPA	PITA	QUGE	QULA	QUNI	
612	2.0405944124640426e-11	1.465119108454369e-10	3.8293387797235507e-10	2.535613348956884e-10	0.9999747583274714	1.2250712384930383e-08	1.357806999457205e-05	8.567605631512293e-06	3.0829427770555897e-06	
295	1.8924569332377953e-08	1.0610407655979276e-10	1.2587290640677506e-07	5.096293329419607e-09	0.00799846723518261	2.7777297232061618e-05	0.0010626869754509693	0.9908949371606414	1.598133161950237e-05	
100	1.0220410236578191e-05	2.0459123496078274e-05	1.3263303236499722e-05	1.342028183370595e-07	0.9998280171790267	3.9554479741399947e-07	0.00012343442420768283	4.072108551760333e-06	3.703629040480939e-09	
298	1.908474040431356e-09	5.8174176906835636e-08	4.885826740090835e-08	6.728221275424375e-08	0.9999349678816429	9.365959908792929e-08	2.259531269298234e-05	3.596963811166739e-05	6.197284822080452e-06	
4	2.2306417526530913e-06	3.899049440376067e-06	6.93983957219943e-06	2.6158860236543775e-06	0.9988111196481586	7.3325539076911735e-06	0.0009852395657429444	0.000173609776754471	7.013038647311026e-06	
394	4.287066071846099e-12	7.564257589954928e-12	4.944913681868762e-08	3.392724481137054e-09	0.9984572045745074	5.150324905071867e-05	0.00010777917260089216	0.0005056340228469056	0.0008778261272813135	
13	8.137830042765777e-11	3.853296460206689e-10	3.3269184075755953e-07	1.8921205204537335e-09	0.999900360678933	1.5173708523561102e-05	6.650667112508383e-05	1.706479437159123e-05	5.590963777953684e-07	
547	1.2699877143646613e-06	1.5426714549219198e-10	9.53975582524425e-05	1.0662632789114748e-06	0.0031697458307472517	0.00023911716050813717	8.647681087828837e-05	0.9963755113164832	3.141491787047523e-05	
450	2.850252477605511e-10	2.7957370744125235e-09	5.708306362102765e-10	4.4151876480654057e-10	0.9998276804907958	5.289284703963993e-08	8.469855712200357e-05	8.278096780499695e-05	4.782998318721029e-06	
54	5.330953470065501e-10	2.5959637412897446e-08	9.621274720978466e-06	3.1651572375522926e-06	0.9984698859058109	0.001304346402760863	0.000133947441180073	1.6324679024245173e-06	7.737485765431117e-05	
435	6.402153824433674e-09	4.433682394038624e-11	3.3546768177094586e-07	1.5450703665731267e-08	0.07073065327731898	1.2341201974680324e-05	0.0011660016003551476	0.9279760279746161	0.00011461858085894107	
231	1.308306670277212e-08	2.7549833960827756e-08	1.8928231141025078e-06	1.2853822895001738e-05	0.9996570902430121	6.107181357279608e-06	0.00014943470181839048	0.00014143685513266045	3.114373976975731e-05	
302	2.4916710742668495e-07	1.3402595795669134e-11	5.148929329732269e-07	7.56403342767961e-07	0.2702634392294126	0.0001205862198470789	0.00621067070266986	0.7233584550255087	4.532834577612857e-05	
114	2.965930422793879e-07	4.1144859456322633e-07	0.00013209556468380564	0.0004065785789628851	0.9969411484378171	0.0009495171896752897	0.001429542400660699	1.93653128935675e-05	0.00012104447366992201	
423	7.050290812727556e-05	6.546457508007823e-07	0.0009397261899166551	0.007903324742566739	0.2543972442021461	0.7334046416956208	0.0013051134150152653	0.0017755173227204507	0.00020327487813585681	
399	7.116654772410782e-12	1.1602163120163454e-11	6.580700975056481e-08	3.537436950472562e-10	0.9994312220676754	2.229336063930392e-05	0.0003695849565130872	0.00016383714629682482	1.2996289403188194e-05	
253	1.0940904243749995e-05	1.0993203127217523e-05	7.521018467908232e-05	3.838252936337093e-07	0.999008236277947	3.682449612395209e-06	0.000667976364890337	0.0002222829267019447	2.938635046439041e-07	
493	1.8051312873050822e-05	9.33599525306583e-06	8.748503041379914e-05	0.00020486465695191563	0.7617392649378499	0.0015969828668782903	0.0037635038251954945	0.2264016516795345	0.00617885969504985	
484	9.72363689151931e-10	2.5335969706827733e-16	7.086465253064019e-08	1.6740169835467927e-05	0.008279594510964832	5.437203791301855e-06	0.00047311862441363003	0.9867536562292426	0.004471381424735532	
283	4.426465416282334e-10	2.6914168310274855e-08	2.5703158246997463e-07	1.2812976761553986e-08	0.9999841150836402	1.9400276704790262e-07	1.2457520669879044e-05	2.2628346355286868e-06	6.73356913602016e-07	
401	0.0036997258242269728	0.9536203954265304	0.04266956890761764	5.487006752634939e-08	5.1381295195135235e-08	1.5150751273639082e-12	1.016686268625077e-05	1.4894305503787789e-09	3.523663035944672e-08	
313	0.008061790164096602	0.00011508121272101343	0.00841040088374026	6.686309174987312e-05	0.5577842950276701	0.24486757593878075	0.024887506161206257	0.15535332722992265	0.00045316029011253846	
471	1.1217062688787622e-09	2.1443307614843093e-09	8.736303649740964e-08	8.601263222051095e-09	0.9996335551316229	1.9329154420816587e-06	1.5602557001166098e-05	0.0003477035124645328	1.1066531323633265e-06	
161	1.4831200577820924e-08	4.161620449771898e-10	5.467910248664457e-07	1.890247539569215e-09	0.9761878510288986	1.795116346065523e-05	0.010021515342056322	0.013729405435703479	4.27131012460889e-05	
567	6.97396786388338e-08	1.021553321730255e-07	0.0006422354157212265	4.762190441156925e-05	0.7630660283234942	0.17680316779240857	0.007811292240190331	0.03093350818223478	0.020695974246528352	
601	1.990484157555181e-13	1.3845440839982918e-13	2.2058073367237174e-11	3.672501455613718e-08	0.9999346824822606	1.5107195848885008e-08	1.3767896467027153e-05	5.0236906636982386e-05	1.2608600292425786e-06	
291	4.139147896487577e-08	7.993569349146677e-08	0.00018930731734957934	3.5633266991938847e-07	0.9753986015277375	4.495681842672494e-05	0.011326486280705176	0.010717822167325818	0.0023223482286125778	
272	5.065040532035288e-06	2.0974876719795886e-07	0.0004007137422540073	0.0033713923036401854	0.9166958015234247	0.024154569254439113	0.02675365129172887	0.026021075585308962	0.002597521509904944	
402	1.7549790018951963e-09	3.945882745171446e-09	2.6755673369286515e-05	0.004413892230781853	0.9953949582100673	2.871458019629335e-05	0.00013292003798060257	1.2444109316380225e-06	1.509155811071637e-06	
304	1.9731657202408135e-09	1.3229481161294135e-11	2.7224816518389454e-07	1.0005493249642511e-07	0.9720378097408923	4.01003867883757e-06	0.004229830472891637	0.023252571224317904	0.0004754042337264397	
426	1.3043393075459142e-09	1.480892899013235e-11	8.924749817204379e-08	4.527406151636477e-09	0.0005339820098201461	5.480871180101112e-07	1.3753093802577173e-06	0.9994589574272782	5.042072350832158e-06	
31	1.2045824863774255e-05	2.639569422424088e-06	1.835870945931347e-05	1.6282185622313895e-08	3.1391626944797345e-07	6.666862008481145e-11	2.3093240334523083e-07	9.210709559348773e-07	0.9999654736277714	
366	2.5572624041113003e-08	1.6416156166120927e-06	0.0005137141619739729	5.104588844741221e-09	0.9945940420610156	2.3501551439037833e-08	0.004672470697359385	0.0002130593369896716	5.017948280389862e-06	
237	0.47946286383125664	0.5165635163481529	0.0012174014652327667	1.0276124831274578e-10	8.087960979783852e-05	4.467080922600726e-08	0.0026752040063138375	8.995763683823002e-08	8.038616846633792e-12	
324	2.139141900756846e-08	3.494827969764867e-08	2.997739119593809e-06	1.9419129653830745e-07	0.9941110750480425	0.0008632407383959513	0.00108199768247989	0.002046842441445663	0.0018935958195210835	
375	8.116655172038337e-11	1.649831497498665e-09	5.061797779969338e-08	7.77911435828246e-11	0.9999353148113113	7.774312953455238e-07	4.61535521588779e-05	1.6480224433129685e-05	1.2215540345920839e-06	
391	2.7550493958828082e-06	2.925161426941756e-11	3.1365595798092685e-08	0.0006643051418123191	0.22489281356738405	0.2965669617835349	0.4621005998810319	0.002578998890694701	0.01319353429129881	
221	9.849108452858708e-11	1.1793556425705695e-10	1.633328460927171e-07	6.475943883832947e-10	0.9991482326957574	1.9723923214531314e-08	0.00013905327444306724	0.0007118832550870146	6.468539220913915e-07	
235	0.41322889686333775	0.5840287792842582	0.0010844735300766875	2.2625973436740886e-07	0.000482634759118328	1.9953980532951114e-06	0.0009004902806500667	2.1245597702511763e-07	0.00027229116879434897	
234	0.0004982116403775436	4.3606731879600566e-05	0.022643732258042656	0.0018740462371333497	0.5986217119146073	0.3690749656013366	0.006984294084942101	5.344855084764234e-05	0.0002059829808331461	
133	1.2685456887371499e-08	3.859157758982928e-09	2.6088358029826226e-05	0.9859245151917221	0.013971128856837734	2.079538295926683e-05	3.821868360015189e-05	6.204909844256328e-07	1.8616491252094097e-05	
72	9.34192753740933e-10	5.6925391185011065e-08	2.9811780060613455e-06	8.668779451534943e-08	0.9999308429762447	1.8882440668168578e-06	6.097836302958578e-05	9.428773012283907e-07	2.2218139732459363e-06	
95	1.3803570989468718e-06	8.240899484695959e-06	0.005966324972106676	9.950196920178642e-05	0.9918815208157911	0.00020457352695754153	0.0017758803012060465	4.215222733434607e-05	2.042493081884715e-05	
298	3.1299024743834373e-07	6.844173349280992e-07	0.0002300112389235183	0.00019997921350890378	0.9982210203381803	2.3852755577378812e-05	0.0005206117472542954	0.0006914239638584222	0.0001121033351148277	
266	2.7908762786290873e-09	2.800302731398326e-05	5.561461001208411e-05	2.6505934374989138e-17	6.3466803112498425e-06	1.6762639924407036e-17	0.9999087417528719	2.5984225432966217e-08	1.2651543891125946e-06	
505	5.931784193633706e-06	5.285751544716232e-07	2.115279902109387e-05	0.9957553127623238	0.004062033320610385	7.5364671308736515e-06	1.0183423792090517e-06	1.6983135371709685e-05	0.00012950281381490097	
398	1.520149211081354e-05	5.084995222975434e-05	3.6795396148334096e-05	8.706370930685015e-12	0.9364499013896042	9.668525286123581e-11	0.0615651816752128	0.001882065000938166	4.98836450798661e-09	
361	1.4691095012276984e-06	6.99450762140915e-07	0.001474105178007	0.0029961329549575634	0.9668157025878904	0.001604722419501102	0.002233673036935702	0.0007130629615148054	0.02416043230093019	
199	1.1318493649533625e-07	2.1755216409014622e-07	1.2412777705428723e-05	1.2471357300175788e-07	0.9994881480162161	5.531646512392683e-07	0.0002773439195714074	0.0002209309583564229	1.5571282586384442e-07	
265	6.398169501131022e-07	7.889066832264887e-10	4.8108657658186584e-05	5.993024673315069e-07	0.00012028280462569967	3.2046775505888527e-06	1.6384561117887653e-06	0.9997967259551008	2.8799540628742054e-05	
114	5.1163521946318085e-06	4.718425324187486e-07	0.0006897811850955908	0.012935994536129179	0.8806525440574144	0.08015843700386235	0.020186453293812648	0.0003025440067542623	0.005068657722204702	
168	2.4091873976431295e-11	2.1125272633278706e-09	3.964311489008755e-07	7.225740165377805e-09	0.9999980499288228	5.941066885834461e-08	1.3315504833436734e-06	1.4781522582130744e-07	5.501290895766592e-09	
292	4.254692989779479e-09	2.2127857472119245e-09	4.0033398008441183e-07	4.2970995238657604e-08	0.998325852215696	4.6648876183905455e-06	0.00018559158203251008	0.0014734901736553454	9.951368543729882e-06	
450	1.197771479723481e-12	2.04133382481754e-15	1.0475076745858918e-12	2.114018632959042e-09	0.9985737617559747	9.247415726544259e-08	0.0002484430464257015	0.0003762640510993781	0.0008014365560771681	
133	0.00032418675826949257	7.845774223656224e-05	0.2145567635743029	0.7381765814363072	0.02485163203643659	0.01877013563179903	0.003238918634159498	4.7917297804775245e-08	3.2762691908770684e-06	
414	1.1329157746247944e-11	1.3716145604841517e-10	8.08030228774765e-09	1.6770756116758717e-09	0.9999371951537465	3.1672824757944444e-07	2.1366309903604845e-05	3.729767079256092e-05	3.8142314413329075e-06	
473	1.4228070785246644e-09	1.4128528126693397e-11	1.9035341516282796e-07	0.006398366326329309	0.9896169618421462	4.1921254757882054e-05	0.003907662302395622	1.4206753525401102e-05	2.0689730494635526e-05	
233	3.686025132056065e-06	8.788573566755931e-07	3.6608811402587305e-07	3.7031542395717094e-08	0.999892665684189	1.1276386437658749e-07	5.5749280243441664e-05	4.6501138383629785e-05	3.1311744470011793e-09	
382	6.669109165592856e-08	5.116944974937565e-11	3.2417937632545565e-05	3.5269809352799175e-08	0.17572733586284328	1.2907068587269585e-05	0.07752465323322588	0.7443772004245525	0.0023253834610881124	
274	5.460813080533225e-05	2.7553322312933705e-06	0.002098626266937334	0.029362116146723596	0.7660985351808948	0.039893223942493554	0.013762739584941359	0.07720711357185268	0.07152028184312013	
399	1.9424880703324092e-11	1.3370028356172593e-12	7.770191150676678e-09	9.65842237216412e-07	0.9942682186817872	1.8180957716502886e-05	0.00026969506726428445	0.0008194735066412301	0.004623458153400437	
351	5.603409641771415e-07	4.776212080166806e-08	6.111997555761914e-05	4.149409002995359e-06	0.9992060064688205	0.00015244660805250698	0.0002733440496895523	0.0003016576190397881	6.677667518811907e-07	
111	2.5265077326200385e-08	1.6853542813516936e-06	8.493463673014521e-05	1.3457898760840118e-05	0.9997653640934082	4.136001559268411e-06	0.00012189747490657236	1.3730095692460081e-06	7.126265706942089e-06	
588	9.003648504080326e-13	2.519262117157458e-11	2.865650283169753e-10	2.3254896008284547e-12	0.9999934762956427	9.114517164370523e-09	4.816803481467045e-06	1.2026893157323176e-06	4.947820594487322e-07	
608	4.59336787776971e-07	7.031094014301306e-08	3.3168842224893382e-06	8.436897166223386e-08	0.8758092196395352	1.2435454617392788e-06	0.001915902463686091	0.12225916764536544	1.0535805029496473e-05	
454	1.3552053300438591e-08	1.0737926525473423e-09	4.02799234807131e-06	2.5086523070780194e-07	0.9681554781571826	2.691230924182618e-05	0.007455608372481454	0.021085990970508565	0.003271716707160848	
190	2.7231032319713573e-06	0.9911043678622158	0.008841161997481202	2.1373430744570207e-07	3.3168785500904024e-06	7.80170374753005e-12	4.819195089368221e-05	7.103029986271549e-13	2.4464807831039654e-08	
494	4.8650243986394434e-14	2.7015339039843243e-15	3.027444705743751e-09	2.699993880978076e-07	0.9982731598946429	2.0004590696698572e-07	8.220448414173529e-06	6.003091327754368e-05	0.001658115670874204	
92	5.300683636329522e-05	2.0358120319603736e-07	0.00016049230796414028	1.1422999372149441e-08	0.02253364233786331	3.832531583303625e-05	0.0004165991445847607	0.9763167858068017	0.0004809332463872896	
454	2.663529374752845e-08	2.67637559700728e-10	1.0959713592264002e-05	4.179242362473572e-07	0.9890984555538439	2.9658567882721786e-06	0.004730301164565647	0.0052168706671954675	0.0009400022168468262	
339	4.276698164664051e-12	4.469606775602649e-16	9.441933297687456e-09	4.5818633888121395e-10	0.001324388585786183	4.966723596024507e-09	6.244703040009752e-06	0.9984915280445935	0.0001778237954601176	
474	2.792691045166652e-09	4.170300309453325e-09	3.5646656643517557e-06	2.728281409258928e-08	0.9975274067010708	1.7247949952731e-05	0.0002134906355221599	0.0021968736332934604	4.138216869120791e-05	
379	1.6959187614662164e-08	1.0035838346533062e-11	6.369095589494961e-09	1.0377078960933246e-07	0.00625147734845497	7.635386059690161e-07	0.0007837544169119974	0.9929134063120243	5.047127489422957e-05	
315	1.8371605799329865e-06	2.3769112873106095e-07	0.00011476802573877896	0.020602792143400217	0.9277087225355496	0.003951478460538171	0.005136747185973871	0.009416087951421293	0.033067328845669625	
490	1.5896925869461884e-05	1.0483570170832809e-07	0.9176636138907744	6.482453327734469e-06	0.003802901824850567	3.2744292725491975e-05	0.00026547932472983644	0.07568354674741962	0.00252922970460099	
391	2.9868223542348935e-07	1.6995723094134849e-10	8.578579819032017e-07	0.016852203424163357	0.5479667181540606	0.12963048989745043	0.19551744645760663	0.001273184079861351	0.10875880127668293	
473	2.058642227387949e-12	9.12812761977443e-13	2.8968289445390773e-08	0.007301343394053702	0.9925713990925039	8.189004807511418e-08	0.00010902802230318245	3.9032493540600494e-07	1.7728304894603912e-05	
234	9.499063662683885e-08	5.074703853915942e-07	8.618281969332638e-05	1.0066554256238194e-05	0.9993704960703566	5.017608896821553e-05	0.000333607599614827	0.0001078318591370766	4.103654695177748e-05	
228	1.715915831214004e-07	9.944643025232051e-08	5.476486113157209e-05	7.955532798732903e-05	0.9896414015846702	0.00038540202919388474	0.0007928490887067829	0.0055630467757682754	0.0034827092945287847	
121	4.5756296555651806e-10	1.8560794121359916e-08	4.732496051844201e-06	4.450601197694291e-08	0.9999682285103209	2.0374640006089056e-06	1.1451525624541248e-05	1.3122048208595914e-05	3.6443142450849126e-07	
31	0.00016988181307294844	3.192827236036834e-05	7.848628329497114e-06	8.960418923072081e-08	1.3603807945518629e-06	4.636094006873153e-08	6.143792394076635e-07	3.4697121338519714e-08	0.9997881958639525	
216	8.857832536759938e-09	2.1317018557898444e-12	1.8831645791916214e-07	0.001247169505757329	0.9570877938857998	7.50886511210755e-05	0.004201166952275102	0.0017665131549221805	0.03562207067370239	
29	3.5093945753854607e-11	3.014237322261847e-11	1.4738897100046406e-08	3.982803693391028e-11	0.9997137008557228	1.859068946228084e-06	0.000266063739903319	1.806797451511013e-05	2.935169513022211e-07	
523	2.30466423864177e-07	2.5568620685437438e-08	0.0001607374993287887	1.0247002470397681e-05	0.7378241591309179	0.10848838509774839	0.00844935057791684	0.140194619605015	0.004872245051558038	
321	4.0914419830220574e-06	1.1734050702921049e-05	0.006237300263066212	1.687642240222675e-06	0.9460414141224373	0.0001142940852967267	0.04477525217940409	0.002313105519114134	0.0005011206957555119	
527	1.0798431646190493e-10	2.195051784894409e-13	1.1870012886600505e-08	1.8134810927400845e-05	0.8779216721667802	1.985355436780979e-05	0.0004306668404839328	0.0125035116930706	0.10910614895615335	
228	1.292865490716048e-08	1.1754883954014758e-07	9.609550119411634e-06	4.106346299838995e-05	0.9964223959590636	0.00027307644604328594	0.000496601654054417	0.00022668786658221717	0.0025304345836443063	
205	6.835437736454572e-08	7.908556289397799e-08	9.674725433232445e-08	8.151925178022002e-08	0.9998905739050752	3.7267578606050524e-07	5.618141180646724e-05	5.2428584146926624e-05	1.1771673891479071e-07	
281	1.4456392608823238e-08	3.914887112049096e-10	9.652308458588196e-06	2.156041322679462e-07	0.00012126033363796384	8.980660529930858e-09	1.1555696861238372e-07	0.9998678778390035	8.54529257154076e-07	
431	3.771695504782784e-09	1.6585066792402825e-13	3.2345708553333663e-09	1.0619907716787248e-06	0.4945097380301673	1.6401068317697634e-05	0.4819133861290798	0.0013677000562673054	0.022191705718964096	
256	4.4509871601259186e-10	3.579361059737596e-13	1.5032443666469207e-09	1.7357852729875534e-11	0.0009641356990358496	3.7511354066454894e-08	5.13224640439723e-05	0.9989841293461579	3.7301334930229235e-07	
71	0.003245852718140138	0.0002645106850514803	0.012531633887084418	0.00011988447857241896	0.013445420175746117	0.9689194134912884	0.0014724102605622143	1.3242059892481788e-07	7.418829561216593e-07	
338	9.121772137976162e-08	2.331462393416893e-07	3.1009514240227495e-05	4.808737026180149e-05	0.9948041463295086	0.0002558817681648345	0.0007167266593166429	0.00031809291435270576	0.003825731080194107	
369	0.00016215110316119345	4.66309482764466e-06	5.9170150445295725e-05	2.1363328471146065e-06	0.9987014807320052	0.0005955712897690966	0.00045932878841149896	1.5493782180508218e-05	4.726352429010395e-09	
598	1.1514793909221149e-05	4.776103503203692e-08	0.0003110284847650036	1.706859648597674e-06	0.00010920771447253433	0.9995537624279656	8.34230220693145e-06	1.4516021878815576e-06	2.9380538091669184e-06	
387	0.005394933617155876	0.00044728886327255896	0.033747648894456674	3.343310339190965e-05	0.6106176830133828	0.33587204578986113	0.013056018766840415	0.0008113800614574725	1.9567890181118625e-05	
134	1.1627514857980393e-11	4.918440851262198e-11	2.551816375574509e-11	8.783712577690204e-12	0.9999946906831096	1.740465272557844e-10	6.687713923077929e-07	4.6384020205402415e-06	1.8743172469463757e-09	
95	3.953374056182631e-08	5.6845977662657195e-08	5.564849927587847e-05	7.949214283790071e-06	0.9958707702989	0.00042241147853421955	0.0005301691640893058	0.0009249654945296868	0.0021879894706685553	
313	0.0002038783924431899	8.418905547944885e-05	0.019542773300474114	7.742754011013961e-08	0.2527461412888812	0.00010643017202683353	0.6860907942845861	0.0411796839819907	4.60320965783162e-05	
454	9.039608303184748e-06	1.4435222756813427e-05	0.000259665415198669	3.186026245920128e-08	0.9836846697559236	0.00016333873729301173	0.00668816688940054	0.00915247991494993	2.817259591209631e-05	
304	3.6578029050858005e-07	6.036055477916567e-07	0.0004823484268095192	0.0005557714852412965	0.8760883201006594	0.0913841782341753	0.0060127980859186365	0.004083476463243322	0.02139213781811433	
213	6.039954249268357e-09	4.924896008544781e-08	1.4750244466000634e-06	1.0102833463700655e-07	0.9998073579958341	5.478292351446032e-06	0.00015490407462008063	1.7342097543064125e-05	1.3286197955725923e-05	
153	2.40931689572528e-11	3.2196568809868135e-11	1.4290095348271058e-07	4.7470027789016926e-09	0.9980832642727077	1.3044463828251787e-07	0.0005000055616003314	0.0013166713391952066	9.978067761258973e-05	
612	2.3635403297965478e-12	1.3541634570188746e-11	1.3178533159109582e-09	1.5101681401374254e-10	0.9997776352034993	1.5013108334033778e-07	3.7182211353073664e-05	3.457323312826433e-05	0.00015045773616077603	
73	1.5493433009462436e-07	3.061696860323437e-10	9.323065160362568e-07	2.066744183026719e-09	0.05330174820702426	7.100110088761897e-06	0.0011182364219262172	0.9455514914777675	2.0334169433081923e-05	
292	3.4417748751047797e-10	5.546176475910211e-09	2.1447452054832644e-06	1.0169284315257436e-07	0.9999680299922235	4.88194654295754e-06	1.3786893026603446e-05	9.465022091225023e-06	1.583817713157034e-06	
472	7.699904827396513e-05	8.576684721675268e-08	2.286221497820152e-06	1.442231804239569e-06	0.0070980803222218955	0.00028932419876204576	0.0023154789104075932	0.9901566779282238	5.96253719614149e-05	
610	2.465474981749443e-07	8.587400142105364e-08	0.0002556301188750657	7.206607279088379e-05	0.740403378352546	0.0021339430920665615	0.003359838903187756	0.08359651404196636	0.1701782969970678	
469	4.238098438530866e-07	6.605249410859647e-08	0.13499250926510117	1.32620455078241e-11	0.0006866941966070377	2.067775207391564e-10	0.00022348875047767687	0.7808164883799757	0.0832803293254607	
450	2.4822550907808282e-11	5.334350205926211e-10	4.038937928945677e-10	2.2632434751530305e-09	0.9998836455999187	5.450045867944808e-08	9.126890469919556e-05	1.2004373888880265e-05	1.3023395639737462e-05	
4	3.872570003710066e-06	8.133298402848834e-06	2.1269619907822343e-05	4.166855820793994e-07	0.9992428758261247	5.65227011338375e-06	0.0005925127124128285	0.0001217073359858128	3.5596814668150035e-06	
601	1.3519519552841893e-13	6.254956043286325e-14	1.1010614933931223e-10	9.071535831611835e-07	0.9999783691575546	1.3294200850612431e-08	7.146919142594428e-06	1.2693907471181026e-05	8.694577438237306e-07	
29	4.4302242334978614e-10	1.828531551196123e-11	1.1785402085105966e-08	7.412474511457832e-06	0.9986384384709835	3.256901169185965e-05	0.0005882351200972312	0.0001251714039980019	0.000608161272008003	
20	0.0023684413410495963	0.02780160337919927	0.8956054437234654	3.3266065664147056e-05	0.030780285674651332	0.0023389358002814608	0.0406886526382603	7.108079510495078e-05	0.0003122905823234458	
306	3.0833082887319824e-09	4.841571040723956e-09	1.804375567274518e-05	6.495350664729058e-08	0.9967383766192848	0.0004217769963768711	0.001421583737023314	0.0008952009611564614	0.0005049450520997317	
403	2.5276501377574818e-09	1.2019425595421476e-08	3.8166632049211624e-07	8.0314127245298e-09	0.9997516309945623	3.939228570211973e-06	4.167875885163564e-05	0.00020119415345563093	1.1526197513220304e-06	
338	3.5678284064019056e-08	2.0770074264679878e-07	4.494674256373901e-05	8.029424629118889e-06	0.9990489232033634	0.0001252365201023408	0.000442877518187329	1.2295104276833658e-05	0.000317448107850636	
601	8.483742842676591e-13	8.15879018218711e-12	1.3482587788542974e-09	1.0252302268796587e-05	0.9994355608100249	3.534419482572349e-07	0.00010013456298188912	7.117476242519239e-06	0.0004465800492677987	
394	1.5280132036925225e-10	9.88427895852548e-10	9.586510364338779e-07	4.847697589235473e-07	0.9999645817771323	4.342198386464212e-06	1.1726893877396365e-05	1.6769317773193757e-05	1.1352508060552685e-06	
518	3.428828378766537e-11	6.121607814808257e-09	1.0773657918057415e-06	1.7147711903529912e-07	0.9998812918925853	1.7728725345411366e-05	2.872228210355945e-05	3.2518544373904677e-06	6.775024672115453e-05	
529	1.1464264109910235e-09	2.440508372799721e-09	2.509065725028424e-07	5.3128590715472585e-06	0.8897508277414565	0.0017350166197992042	0.00048719595211610915	0.011421503704823413	0.0965998886292259	
29	9.059325780230122e-11	3.689591057363364e-10	2.4145813842228697e-07	2.2017604588471774e-08	0.999474444675447	5.732395068842267e-05	0.00034485497031145647	4.0088846286588015e-05	8.302362197125698e-05	
115	2.559462854379107e-07	2.251537190323406e-06	0.00016726136378660624	4.1266564942823704e-07	0.9996969533571082	3.6097468763623045e-06	0.00012842146397948142	7.944886041200488e-07	3.94305200701708e-08	
20	0.0004294888971938369	1.0581377780552433e-07	0.012592786198893662	0.1625687151614585	0.44322702411316023	0.3062325389097803	0.029058228047051448	0.016431830325918585	0.02945928253276559	
293	3.365596418512272e-15	3.56063619991337e-15	1.281912362500321e-11	1.2461854756887865e-08	0.9831304920043527	2.5420802042549595e-07	5.542159953552989e-06	0.0019641770547675417	0.014899522098225154	
62	1.9325963531513484e-08	7.929129167632148e-12	3.289548063844615e-07	3.1756946249974866e-07	0.0008734585536796444	3.6744612091404747e-07	2.880789785133893e-05	0.9988635880010389	0.00023311224314744996	
