Crown_id,Genus,Probability
82,LI,0.0
82,OT,0.0
82,PI,0.0
82,QU,1.0
83,AC,0.0
83,LI,0.0
83,OT,0.0
83,PI,0.0
83,QU,1.0
86,AC,0.0
86,LI,0.0
86,OT,0.0
86,PI,0.0
86,QU,1.0
87,AC,0.0
87,LI,0.0
87,OT,0.0
87,PI,1.0
87,QU,0.0
90,AC,0.0
90,LI,0.0
90,OT,0.0
90,PI,0.0
90,QU,1.0
92,AC,0.0
92,LI,0.0
92,OT,0.0
92,PI,0.0
92,QU,1.0
94,AC,0.0
94,LI,0.0
94,OT,0.0
94,PI,0.0
94,QU,1.0
95,AC,0.0
95,LI,0.0
95,OT,0.0
95,PI,0.8571428571428571
95,QU,0.14285714285714285
96,AC,0.0
96,LI,0.0
96,OT,0.0
96,PI,1.0
96,QU,0.0
97,AC,0.0
97,LI,0.0
97,OT,0.0
97,PI,1.0
97,QU,0.0
98,AC,0.0
98,LI,0.0
98,OT,0.0
98,PI,1.0
98,QU,0.0
99,AC,0.0
99,LI,0.0
99,OT,0.0
99,PI,1.0
99,QU,0.0
100,AC,0.0
100,LI,0.0
100,OT,0.0
100,PI,1.0
100,QU,0.0
109,AC,0.0
109,LI,0.0
109,OT,0.0
109,PI,1.0
109,QU,0.0
110,AC,0.0
110,LI,0.0
110,OT,0.0
110,PI,1.0
110,QU,0.0
111,AC,0.0
111,LI,0.0
111,OT,0.0
111,PI,1.0
111,QU,0.0
114,AC,0.0
114,LI,0.0
114,OT,0.0
114,PI,1.0
114,QU,0.0
115,AC,0.0
115,LI,0.0
115,OT,0.0
115,PI,1.0
115,QU,0.0
119,AC,0.0
119,LI,0.0
119,OT,0.0
119,PI,0.0
119,QU,1.0
121,AC,0.0
121,LI,0.0
121,OT,0.0
121,PI,1.0
121,QU,0.0
123,AC,0.0
123,LI,0.0
123,OT,0.0
123,PI,1.0
123,QU,0.0
124,AC,0.0
124,LI,0.0
124,OT,0.0
124,PI,0.0
124,QU,1.0
133,AC,0.0
133,LI,0.0
133,OT,0.0
133,PI,1.0
133,QU,0.0
134,AC,0.0
134,LI,0.0
134,OT,0.0
134,PI,1.0
134,QU,0.0
135,AC,0.0
135,LI,0.0
135,OT,0.0
135,PI,1.0
135,QU,0.0
136,AC,0.0
136,LI,0.0
136,OT,0.0
136,PI,1.0
136,QU,0.0
139,AC,0.0
139,LI,0.0
139,OT,0.0
139,PI,1.0
139,QU,0.0
140,AC,0.0
140,LI,0.0
140,OT,0.0
140,PI,0.0
140,QU,1.0
141,AC,0.0
141,LI,0.0
141,OT,0.0
141,PI,1.0
141,QU,0.0
142,AC,0.0
142,LI,0.0
142,OT,0.0
142,PI,1.0
142,QU,0.0
153,AC,0.0
153,LI,0.0
153,OT,0.0
153,PI,1.0
153,QU,0.0
155,AC,0.0
155,LI,0.0
155,OT,0.0
155,PI,1.0
155,QU,0.0
156,AC,0.0
156,LI,0.0
156,OT,0.0
156,PI,1.0
156,QU,0.0
157,AC,0.5
157,LI,0.0
157,OT,0.0
157,PI,0.5
157,QU,0.0
158,AC,0.0
158,LI,0.0
158,OT,0.0
158,PI,1.0
158,QU,0.0
160,AC,0.0
160,LI,0.0
160,OT,0.0
160,PI,1.0
160,QU,0.0
161,AC,0.0
161,LI,0.0
161,OT,0.0
161,PI,1.0
161,QU,0.0
162,AC,0.0
162,LI,0.0
162,OT,0.0
162,PI,1.0
162,QU,0.0
164,AC,0.0
164,LI,0.0
164,OT,0.0
164,PI,0.0
164,QU,1.0
165,AC,0.0
165,LI,0.0
165,OT,0.0
165,PI,1.0
165,QU,0.0
168,AC,0.0
168,LI,0.0
168,OT,0.0
168,PI,1.0
168,QU,0.0
169,AC,0.0
169,LI,0.0
169,OT,0.0
169,PI,1.0
169,QU,0.0
170,AC,0.0
170,LI,0.0
170,OT,0.0
170,PI,1.0
170,QU,0.0
171,AC,0.0
171,LI,0.0
171,OT,0.0
171,PI,0.0
171,QU,1.0
172,AC,0.0
172,LI,0.0
172,OT,0.0
172,PI,1.0
172,QU,0.0
173,AC,0.0
173,LI,0.0
173,OT,0.0
173,PI,1.0
173,QU,0.0
174,AC,0.0
174,LI,0.0
174,OT,0.0
174,PI,0.4
174,QU,0.6
177,AC,0.0
177,LI,0.0
177,OT,0.0
177,PI,1.0
177,QU,0.0
179,AC,0.0
179,LI,0.0
179,OT,0.0
179,PI,1.0
179,QU,0.0
181,AC,0.0
181,LI,0.0
181,OT,0.0
181,PI,1.0
181,QU,0.0
182,AC,0.0
182,LI,0.0
182,OT,0.0
182,PI,1.0
182,QU,0.0
183,AC,0.0
183,LI,0.0
183,OT,0.0
183,PI,0.8333333333333334
183,QU,0.16666666666666666
184,AC,0.0
184,LI,0.0
184,OT,0.0
184,PI,1.0
184,QU,0.0
187,AC,0.0
187,LI,0.0
187,OT,0.0
187,PI,1.0
187,QU,0.0
188,AC,0.0
188,LI,0.0
188,OT,0.0
188,PI,1.0
188,QU,0.0
190,AC,0.0
190,LI,1.0
190,OT,0.0
190,PI,0.0
190,QU,0.0
193,AC,0.0
193,LI,0.0
193,OT,0.0
193,PI,1.0
193,QU,0.0
194,AC,0.0
194,LI,0.0
194,OT,0.0
194,PI,0.9090909090909091
194,QU,0.09090909090909091
199,AC,0.0
199,LI,0.0
199,OT,0.0
199,PI,1.0
199,QU,0.0
203,AC,0.0
203,LI,0.0
203,OT,0.0
203,PI,0.0
203,QU,1.0
205,AC,0.0
205,LI,0.0
205,OT,0.0
205,PI,1.0
205,QU,0.0
206,AC,0.0
206,LI,0.0
206,OT,0.0
206,PI,0.0
206,QU,1.0
207,AC,0.0
207,LI,0.0
207,OT,0.0
207,PI,1.0
207,QU,0.0
208,AC,0.0
208,LI,0.0
208,OT,0.0
208,PI,1.0
208,QU,0.0
211,AC,0.0
211,LI,0.0
211,OT,0.0
211,PI,1.0
211,QU,0.0
213,AC,0.0
213,LI,0.0
213,OT,0.0
213,PI,1.0
213,QU,0.0
214,AC,0.0
214,LI,0.0
214,OT,0.0
214,PI,1.0
214,QU,0.0
215,AC,0.0
215,LI,0.0
215,OT,0.0
215,PI,1.0
215,QU,0.0
216,AC,0.0
216,LI,0.0
216,OT,0.0
216,PI,1.0
216,QU,0.0
221,AC,0.0
221,LI,0.0
221,OT,0.0
221,PI,1.0
221,QU,0.0
225,AC,0.0
225,LI,0.0
225,OT,0.0
225,PI,0.0
225,QU,1.0
228,AC,0.0
228,LI,0.0
228,OT,0.0
228,PI,1.0
228,QU,0.0
229,AC,0.0
229,LI,0.0
229,OT,0.0
229,PI,1.0
229,QU,0.0
231,AC,0.0
231,LI,0.0
231,OT,0.0
231,PI,1.0
231,QU,0.0
232,AC,0.0
232,LI,0.0
232,OT,0.0
232,PI,0.0
232,QU,1.0
233,AC,0.0
233,LI,0.0
233,OT,0.0
233,PI,1.0
233,QU,0.0
234,AC,0.0
234,LI,0.0
234,OT,0.0
234,PI,1.0
234,QU,0.0
235,AC,0.7142857142857143
235,LI,0.0
235,OT,0.0
235,PI,0.0
235,QU,0.2857142857142857
237,AC,0.1111111111111111
237,LI,0.0
237,OT,0.0
237,PI,0.3333333333333333
237,QU,0.5555555555555556
241,AC,0.0
241,LI,0.0
241,OT,0.0
241,PI,1.0
241,QU,0.0
242,AC,0.0
242,LI,0.0
242,OT,0.0
242,PI,1.0
242,QU,0.0
245,AC,0.0
245,LI,0.0
245,OT,0.0
245,PI,0.5
245,QU,0.5
251,AC,0.0
251,LI,0.0
251,OT,0.0
251,PI,1.0
251,QU,0.0
252,AC,0.0
252,LI,0.0
252,OT,0.0
252,PI,1.0
252,QU,0.0
253,AC,0.0
253,LI,0.0
253,OT,0.0
253,PI,1.0
253,QU,0.0
254,AC,0.0
254,LI,0.0
254,OT,0.0
254,PI,1.0
254,QU,0.0
256,AC,0.0
256,LI,0.0
256,OT,0.0
256,PI,0.0
256,QU,1.0
258,AC,0.0
258,LI,0.0
258,OT,0.0
258,PI,1.0
258,QU,0.0
262,AC,0.0
262,LI,0.0
262,OT,0.0
262,PI,0.0
262,QU,1.0
263,AC,0.0
263,LI,0.0
263,OT,0.0
263,PI,1.0
263,QU,0.0
265,AC,0.0
265,LI,0.0
265,OT,0.0
265,PI,0.0
265,QU,1.0
266,AC,0.0
266,LI,0.0
266,OT,0.0
266,PI,0.02702702702702703
266,QU,0.972972972972973
268,AC,0.0
268,LI,0.0
268,OT,0.0
268,PI,1.0
268,QU,0.0
270,AC,0.0
270,LI,0.0
270,OT,0.0
270,PI,1.0
270,QU,0.0
271,AC,0.0
271,LI,0.0
271,OT,0.0
271,PI,1.0
271,QU,0.0
272,AC,0.0
272,LI,0.0
272,OT,0.0
272,PI,1.0
272,QU,0.0
274,AC,0.0
274,LI,0.0
274,OT,0.0
274,PI,1.0
274,QU,0.0
276,AC,0.0
276,LI,0.0
276,OT,0.0
276,PI,1.0
276,QU,0.0
279,AC,0.0
279,LI,0.0
279,OT,0.0
279,PI,0.5
279,QU,0.5
280,AC,0.0
280,LI,0.0
280,OT,0.0
280,PI,1.0
280,QU,0.0
281,AC,0.0
281,LI,0.0
281,OT,0.0
281,PI,0.0
281,QU,1.0
283,AC,0.0
283,LI,0.0
283,OT,0.0
283,PI,1.0
283,QU,0.0
287,AC,0.0
287,LI,0.0
287,OT,0.0
287,PI,1.0
287,QU,0.0
288,AC,0.0
288,LI,0.0
288,OT,0.0
288,PI,0.0
288,QU,1.0
291,AC,0.0
291,LI,0.0
291,OT,0.0
291,PI,1.0
291,QU,0.0
292,AC,0.0
292,LI,0.0
292,OT,0.0
292,PI,1.0
292,QU,0.0
293,AC,0.0
293,LI,0.0
293,OT,0.0
293,PI,1.0
293,QU,0.0
295,AC,0.0
295,LI,0.0
295,OT,0.0
295,PI,0.3333333333333333
295,QU,0.6666666666666666
297,AC,0.0
297,LI,0.0
297,OT,0.0
297,PI,1.0
297,QU,0.0
298,AC,0.0
298,LI,0.0
298,OT,0.0
298,PI,1.0
298,QU,0.0
302,AC,0.0
302,LI,0.0
302,OT,0.0
302,PI,0.0
302,QU,1.0
303,AC,0.0
303,LI,0.0
303,OT,0.0
303,PI,1.0
303,QU,0.0
304,AC,0.0
304,LI,0.0
304,OT,0.0
304,PI,0.7142857142857143
304,QU,0.2857142857142857
305,AC,0.0
305,LI,0.0
305,OT,0.0
305,PI,0.0
305,QU,1.0
306,AC,0.0
306,LI,0.0
306,OT,0.0
306,PI,1.0
306,QU,0.0
313,AC,0.0
313,LI,0.0
313,OT,0.0
313,PI,0.3333333333333333
313,QU,0.6666666666666666
315,AC,0.0
315,LI,0.0
315,OT,0.0
315,PI,1.0
315,QU,0.0
316,AC,0.0
316,LI,0.0
316,OT,0.0
316,PI,1.0
316,QU,0.0
318,AC,0.0
318,LI,0.0
318,OT,0.0
318,PI,1.0
318,QU,0.0
321,AC,0.0
321,LI,0.0
321,OT,0.0
321,PI,0.8
321,QU,0.2
324,AC,0.0
324,LI,0.0
324,OT,0.0
324,PI,1.0
324,QU,0.0
335,AC,0.0
335,LI,0.0
335,OT,0.0
335,PI,1.0
335,QU,0.0
338,AC,0.0
338,LI,0.0
338,OT,0.0
338,PI,1.0
338,QU,0.0
339,AC,0.0
339,LI,0.0
339,OT,0.0
339,PI,0.2
339,QU,0.8
340,AC,0.0
340,LI,0.0
340,OT,0.0
340,PI,0.0
340,QU,1.0
342,AC,0.0
342,LI,0.0
342,OT,0.0
342,PI,1.0
342,QU,0.0
348,AC,0.0
348,LI,0.0
348,OT,0.0
348,PI,1.0
348,QU,0.0
351,AC,0.0
351,LI,0.0
351,OT,0.0
351,PI,1.0
351,QU,0.0
352,AC,0.0
352,LI,0.0
352,OT,0.0
352,PI,1.0
352,QU,0.0
354,AC,0.0
354,LI,0.0
354,OT,0.0
354,PI,1.0
354,QU,0.0
357,AC,0.0
357,LI,0.0
357,OT,0.0
357,PI,1.0
357,QU,0.0
361,AC,0.0
361,LI,0.0
361,OT,0.0
361,PI,1.0
361,QU,0.0
363,AC,0.0
363,LI,0.0
363,OT,0.0
363,PI,1.0
363,QU,0.0
365,AC,0.0
365,LI,0.0
365,OT,0.0
365,PI,0.0
365,QU,1.0
366,AC,0.0
366,LI,0.0
366,OT,0.0
366,PI,1.0
366,QU,0.0
367,AC,0.0
367,LI,0.0
367,OT,0.0
367,PI,1.0
367,QU,0.0
368,AC,0.0
368,LI,0.0
368,OT,0.0
368,PI,0.0
368,QU,1.0
369,AC,0.0
369,LI,0.0
369,OT,0.0
369,PI,1.0
369,QU,0.0
373,AC,0.07692307692307693
373,LI,0.7692307692307693
373,OT,0.0
373,PI,0.0
373,QU,0.15384615384615385
375,AC,0.0
375,LI,0.0
375,OT,0.0
375,PI,1.0
375,QU,0.0
377,AC,0.0
377,LI,0.0
377,OT,0.0
377,PI,1.0
377,QU,0.0
378,AC,0.0
378,LI,0.0
378,OT,0.0
378,PI,0.0
378,QU,1.0
379,AC,0.0
379,LI,0.0
379,OT,0.0
379,PI,0.42857142857142855
379,QU,0.5714285714285714
382,AC,0.0
382,LI,0.0
382,OT,0.0
382,PI,0.0
382,QU,1.0
384,AC,0.0
384,LI,0.0
384,OT,0.0
384,PI,0.0
384,QU,1.0
387,AC,0.0
387,LI,0.0
387,OT,0.0
387,PI,1.0
387,QU,0.0
388,AC,0.0
388,LI,0.0
388,OT,0.0
388,PI,0.0
388,QU,1.0
390,AC,0.0
390,LI,0.0
390,OT,0.0
390,PI,1.0
390,QU,0.0
391,AC,0.0
391,LI,0.0
391,OT,0.0
391,PI,1.0
391,QU,0.0
392,AC,0.0
392,LI,0.0
392,OT,0.0
392,PI,1.0
392,QU,0.0
393,AC,0.0
393,LI,0.0
393,OT,0.0
393,PI,0.0
393,QU,1.0
394,AC,0.0
394,LI,0.0
394,OT,0.0
394,PI,1.0
394,QU,0.0
395,AC,0.0
395,LI,0.0
395,OT,0.0
395,PI,1.0
395,QU,0.0
397,AC,0.0
397,LI,0.0
397,OT,0.0
397,PI,1.0
397,QU,0.0
398,AC,0.0
398,LI,0.0
398,OT,0.0
398,PI,1.0
398,QU,0.0
399,AC,0.0
399,LI,0.0
399,OT,0.0
399,PI,1.0
399,QU,0.0
400,AC,0.0
400,LI,0.0
400,OT,0.0
400,PI,1.0
400,QU,0.0
401,AC,0.0
401,LI,0.8461538461538461
401,OT,0.0
401,PI,0.07692307692307693
401,QU,0.07692307692307693
402,AC,0.0
402,LI,0.0
402,OT,0.0
402,PI,1.0
402,QU,0.0
403,AC,0.0
403,LI,0.0
403,OT,0.0
403,PI,1.0
403,QU,0.0
404,AC,0.0
404,LI,0.0
404,OT,0.0
404,PI,1.0
404,QU,0.0
405,AC,0.0
405,LI,0.0
405,OT,0.0
405,PI,1.0
405,QU,0.0
407,AC,0.0
407,LI,0.0
407,OT,0.0
407,PI,1.0
407,QU,0.0
410,AC,0.0
410,LI,0.0
410,OT,0.0
410,PI,0.0
410,QU,1.0
414,AC,0.0
414,LI,0.0
414,OT,0.0
414,PI,1.0
414,QU,0.0
415,AC,0.0
415,LI,0.0
415,OT,0.0
415,PI,1.0
415,QU,0.0
416,AC,0.0
416,LI,0.0
416,OT,0.0
416,PI,0.0
416,QU,1.0
417,AC,0.0
417,LI,0.0
417,OT,0.0
417,PI,1.0
417,QU,0.0
419,AC,0.0
419,LI,0.0
419,OT,0.0
419,PI,1.0
419,QU,0.0
420,AC,0.0
420,LI,0.0
420,OT,0.0
420,PI,1.0
420,QU,0.0
423,AC,0.0
423,LI,0.0
423,OT,0.0
423,PI,1.0
423,QU,0.0
424,AC,0.0
424,LI,0.0
424,OT,0.0
424,PI,1.0
424,QU,0.0
426,AC,0.0
426,LI,0.0
426,OT,0.0
426,PI,0.0
426,QU,1.0
427,AC,0.0
427,LI,0.0
427,OT,0.0
427,PI,1.0
427,QU,0.0
430,AC,0.0
430,LI,0.0
430,OT,0.0
430,PI,1.0
430,QU,0.0
431,AC,0.0
431,LI,0.0
431,OT,0.0
431,PI,0.0
431,QU,1.0
432,AC,0.0
432,LI,0.0
432,OT,0.0
432,PI,0.0
432,QU,1.0
435,AC,0.0
435,LI,0.0
435,OT,0.0
435,PI,0.0
435,QU,1.0
440,AC,0.0
440,LI,0.0
440,OT,0.0
440,PI,1.0
440,QU,0.0
446,AC,0.0
446,LI,0.0
446,OT,0.0
446,PI,1.0
446,QU,0.0
448,AC,0.0
448,LI,0.0
448,OT,0.0
448,PI,0.0
448,QU,1.0
450,AC,0.0
450,LI,0.0
450,OT,0.0
450,PI,1.0
450,QU,0.0
451,AC,0.0
451,LI,0.0
451,OT,0.0
451,PI,1.0
451,QU,0.0
452,AC,0.0
452,LI,0.0
452,OT,0.0
452,PI,1.0
452,QU,0.0
454,AC,0.0
454,LI,0.0
454,OT,0.0
454,PI,1.0
454,QU,0.0
455,AC,0.0
455,LI,0.0
455,OT,0.0
455,PI,1.0
455,QU,0.0
465,AC,0.0
465,LI,0.0
465,OT,0.0
465,PI,1.0
465,QU,0.0
466,AC,0.0
466,LI,0.0
466,OT,0.0
466,PI,1.0
466,QU,0.0
469,AC,0.0
469,LI,0.0
469,OT,0.0
469,PI,0.0
469,QU,1.0
470,AC,0.0
470,LI,0.0
470,OT,0.0
470,PI,1.0
470,QU,0.0
471,AC,0.0
471,LI,0.0
471,OT,0.0
471,PI,1.0
471,QU,0.0
472,AC,0.0
472,LI,0.0
472,OT,0.0
472,PI,0.3333333333333333
472,QU,0.6666666666666666
474,AC,0.0
474,LI,0.0
474,OT,0.0
474,PI,1.0
474,QU,0.0
475,AC,0.0
475,LI,0.0
475,OT,0.0
475,PI,1.0
475,QU,0.0
476,AC,0.0
476,LI,0.0
476,OT,0.0
476,PI,0.0
476,QU,1.0
478,AC,0.0
478,LI,0.0
478,OT,0.0
478,PI,0.5
478,QU,0.5
479,AC,0.0
479,LI,0.0
479,OT,0.0
479,PI,1.0
479,QU,0.0
480,AC,0.0
480,LI,0.0
480,OT,0.0
480,PI,1.0
480,QU,0.0
482,AC,0.0
482,LI,0.8333333333333334
482,OT,0.0
482,PI,0.16666666666666666
482,QU,0.0
484,AC,0.0
484,LI,0.0
484,OT,0.0
484,PI,0.0
484,QU,1.0
490,AC,0.0
490,LI,0.0
490,OT,0.0
490,PI,0.0
490,QU,1.0
492,AC,0.0
492,LI,0.0
492,OT,0.0
492,PI,1.0
492,QU,0.0
493,AC,0.0
493,LI,0.0
493,OT,0.0
493,PI,1.0
493,QU,0.0
494,AC,0.0
494,LI,0.0
494,OT,0.0
494,PI,1.0
494,QU,0.0
495,AC,0.0
495,LI,0.0
495,OT,0.0
495,PI,1.0
495,QU,0.0
496,AC,0.0
496,LI,0.0
496,OT,0.0
496,PI,1.0
496,QU,0.0
497,AC,0.0
497,LI,0.0
497,OT,0.0
497,PI,1.0
497,QU,0.0
501,AC,0.0
501,LI,0.0
501,OT,0.0
501,PI,1.0
501,QU,0.0
505,AC,0.0
505,LI,0.0
505,OT,0.0
505,PI,1.0
505,QU,0.0
508,AC,0.0
508,LI,0.0
508,OT,0.0
508,PI,1.0
508,QU,0.0
512,AC,0.0
512,LI,0.0
512,OT,0.0
512,PI,1.0
512,QU,0.0
517,AC,0.0
517,LI,0.0
517,OT,0.0
517,PI,1.0
517,QU,0.0
518,AC,0.0
518,LI,0.0
518,OT,0.0
518,PI,1.0
518,QU,0.0
521,AC,0.0
521,LI,0.0
521,OT,0.0
521,PI,1.0
521,QU,0.0
523,AC,0.0
523,LI,0.0
523,OT,0.0
523,PI,0.5
523,QU,0.5
524,AC,0.0
524,LI,0.0
524,OT,0.0
524,PI,1.0
524,QU,0.0
525,AC,0.0
525,LI,0.0
525,OT,0.0
525,PI,0.0
525,QU,1.0
527,AC,0.0
527,LI,0.0
527,OT,0.0
527,PI,1.0
527,QU,0.0
528,AC,0.0
528,LI,0.0
528,OT,0.0
528,PI,1.0
528,QU,0.0
529,AC,0.0
529,LI,0.0
529,OT,0.0
529,PI,1.0
529,QU,0.0
530,AC,0.0
530,LI,0.0
530,OT,0.0
530,PI,1.0
530,QU,0.0
531,AC,0.0
531,LI,0.0
531,OT,0.0
531,PI,0.0
531,QU,1.0
536,AC,0.0
536,LI,0.0
536,OT,0.0
536,PI,1.0
536,QU,0.0
539,AC,0.0
539,LI,0.0
539,OT,0.0
539,PI,1.0
539,QU,0.0
540,AC,0.0
540,LI,0.0
540,OT,0.0
540,PI,1.0
540,QU,0.0
546,AC,0.0
546,LI,0.0
546,OT,0.0
546,PI,1.0
546,QU,0.0
547,AC,0.0
547,LI,0.0
547,OT,0.0
547,PI,0.0
547,QU,1.0
552,AC,0.0
552,LI,0.0
552,OT,0.0
552,PI,0.0
552,QU,1.0
554,AC,0.0
554,LI,0.1
554,OT,0.9
554,PI,0.0
554,QU,0.0
557,AC,0.0
557,LI,0.0
557,OT,0.0
557,PI,1.0
557,QU,0.0
559,AC,0.0
559,LI,0.0
559,OT,0.0
559,PI,1.0
559,QU,0.0
561,AC,0.0
561,LI,0.0
561,OT,0.0
561,PI,1.0
561,QU,0.0
564,AC,0.0
564,LI,0.0
564,OT,0.0
564,PI,0.5
564,QU,0.5
567,AC,0.0
567,LI,0.0
567,OT,0.0
567,PI,1.0
567,QU,0.0
568,AC,0.0
568,LI,0.0
568,OT,0.0
568,PI,1.0
568,QU,0.0
574,AC,0.0
574,LI,0.0
574,OT,0.0
574,PI,0.0
574,QU,1.0
578,AC,0.0
578,LI,0.0
578,OT,0.0
578,PI,0.0
578,QU,1.0
583,AC,0.0
583,LI,0.0
583,OT,0.0
583,PI,1.0
583,QU,0.0
586,AC,0.0
586,LI,0.0
586,OT,0.0
586,PI,1.0
586,QU,0.0
587,AC,0.0
587,LI,0.0
587,OT,0.0
587,PI,0.0
587,QU,1.0
590,AC,0.0
590,LI,0.0
590,OT,0.0
590,PI,1.0
590,QU,0.0
592,AC,0.0
592,LI,0.0
592,OT,0.0
592,PI,1.0
592,QU,0.0
594,AC,0.0
594,LI,0.0
594,OT,0.0
594,PI,1.0
594,QU,0.0
598,AC,0.0
598,LI,0.0
598,OT,0.0
598,PI,1.0
598,QU,0.0
601,AC,0.0
601,LI,0.0
601,OT,0.0
601,PI,1.0
601,QU,0.0
602,AC,0.0
602,LI,0.0
602,OT,0.0
602,PI,1.0
602,QU,0.0
606,AC,0.0
606,LI,0.0
606,OT,0.0
606,PI,0.42857142857142855
606,QU,0.5714285714285714
608,AC,0.0
608,LI,0.0
608,OT,0.0
608,PI,1.0
608,QU,0.0
609,AC,0.0
609,LI,0.0
609,OT,0.0
609,PI,1.0
609,QU,0.0
610,AC,0.0
610,LI,0.0
610,OT,0.0
610,PI,1.0
610,QU,0.0
612,AC,0.0
612,LI,0.0
612,OT,0.0
612,PI,1.0
612,QU,0.0
622,AC,0.0
622,LI,0.0
622,OT,0.0
622,PI,1.0
622,QU,0.0
