Crown_id,Genus,Probability
157,QU,0.002033270141163571
158,AC,0.0002177628366164841
158,LI,3.1550435308297594e-06
158,OT,1.3823975340718992e-06
158,PI,0.9962262796315036
158,QU,0.003551420090815126
160,AC,2.2490573312631266e-05
160,LI,1.1007686024425904e-05
160,OT,1.0642885208498804e-06
160,PI,0.9611092687649517
160,QU,0.0388561686871904
161,AC,2.5385941533035567e-06
161,LI,3.7136779677198047e-06
161,OT,1.432080429801242e-08
161,PI,0.9459381717135936
161,QU,0.05405556169348097
162,AC,3.070410120030761e-06
162,LI,6.850962509127093e-07
162,OT,2.244550704466813e-06
162,PI,0.999830526030056
162,QU,0.00016347391286844823
164,AC,0.00024533955743326596
164,LI,1.9339932697090954e-06
164,OT,0.0012277380531794083
164,PI,0.027497110626117583
164,QU,0.9710278777700001
168,AC,2.592582379300829e-07
168,LI,1.3139210994614646e-07
168,OT,2.8820528068451405e-09
168,PI,0.9999076366521349
168,QU,9.196981546446485e-05
169,AC,0.0005139427160123729
169,LI,6.573751310921465e-06
169,OT,0.00025293364161250477
169,PI,0.9688584149503656
169,QU,0.030368134940698586
170,AC,9.075601671522363e-06
170,LI,6.8023254224917265e-06
170,OT,1.8668282075034755e-06
170,PI,0.9799186347681431
170,QU,0.020063620476555327
171,AC,0.0003646016769775197
171,LI,7.27144399040732e-06
171,OT,4.972035033540273e-05
171,PI,0.005283793903856709
171,QU,0.99429461262484
172,AC,2.4344673781883185e-06
172,LI,2.527552494228607e-07
172,OT,1.1511268975455078e-07
172,PI,0.9999895400802379
172,QU,7.657584444784042e-06
173,AC,0.0003852446773472659
173,LI,1.8551805833507374e-05
173,OT,4.0528951841577735e-06
173,PI,0.9994246815078559
173,QU,0.000167469113779073
174,AC,0.0002761281739281012
174,LI,2.9308717265028753e-06
174,OT,4.988995081312626e-06
174,PI,0.16315252087953092
174,QU,0.8365634310797333
177,AC,5.69853134763306e-07
177,LI,5.670259722925111e-07
177,OT,1.75997761315962e-08
177,PI,0.9992850055096273
177,QU,0.0007138400114894785
179,AC,3.019257487686746e-06
179,LI,4.12034481604406e-06
179,OT,7.587342537793711e-08
179,PI,0.9990304074332649
179,QU,0.0009623770910059603
180,AC,0.0011252135638575725
180,LI,1.827198130409909e-05
180,OT,9.346592497542462e-05
180,PI,0.9641185691787932
180,QU,0.03464447935106951
181,AC,6.928633230726214e-06
181,LI,7.923408492831e-07
181,OT,1.2334602472140495e-06
181,PI,0.9992765893969525
181,QU,0.0007144561687201802
182,AC,0.00041056891890439164
182,LI,0.0006291663891891385
182,OT,4.941510215548989e-07
182,PI,0.7850661062235874
182,QU,0.2138936643172975
183,AC,0.009284478644291713
183,LI,9.023328780358802e-05
183,OT,0.00014530321759469302
183,PI,0.860123771131051
183,QU,0.130356213719259
184,AC,0.008218519215896267
184,LI,8.579199885048508e-07
184,OT,1.670068511952674e-06
184,PI,0.07327897986726786
184,QU,0.9184999729283354
187,AC,0.000109692912584687
187,LI,7.220410691137769e-07
187,OT,7.388292108914877e-07
187,PI,0.9933612362346644
187,QU,0.006527609982470759
188,AC,0.00012298370433874695
188,LI,3.992594624349384e-05
188,OT,7.497828781177918e-06
188,PI,0.9988689233849322
188,QU,0.0009606691357045123
190,AC,0.29396340939107823
190,LI,0.3990089482690944
190,OT,0.2983578809017082
190,PI,0.006809958044464891
190,QU,0.001859803393654252
193,AC,2.4648501534494406e-06
193,LI,7.51865584616514e-06
193,OT,4.047841293477713e-09
193,PI,0.9965445613042363
193,QU,0.003445451141922789
194,AC,0.00017758291214860157
194,LI,4.369060551447545e-05
194,OT,7.160934128769759e-05
194,PI,0.9616487167301726
194,QU,0.03805840041087662
198,AC,0.002448541268506895
198,LI,2.538055265585664e-05
198,OT,4.983507021951458e-05
198,PI,0.9794785079463565
198,QU,0.017997735162261084
199,AC,0.00024343329628418334
199,LI,1.3180744515205221e-05
199,OT,6.680442483113542e-06
199,PI,0.9832856816107487
199,QU,0.016451023905968837
203,AC,0.0009437040920331533
203,LI,0.00013285235633193093
203,OT,2.937280816067794e-06
203,PI,0.033130291412855756
203,QU,0.965790214857963
205,AC,0.004619571559690511
205,LI,1.2952097910922387e-06
205,OT,2.7397170400988117e-06
205,PI,0.9638978395140213
205,QU,0.03147855399945689
206,AC,0.004384487650789284
206,LI,5.667036168127964e-07
206,OT,6.142330284476696e-05
206,PI,0.08959457511252965
206,QU,0.9059589472302195
207,AC,6.737824004671659e-05
207,LI,9.814177550058507e-06
207,OT,3.505344833866339e-07
207,PI,0.994826553589301
207,QU,0.005095903458618599
208,AC,5.056017920105787e-07
208,LI,8.173328134752853e-07
208,OT,9.369371437534494e-09
208,PI,0.9961776076981472
208,QU,0.0038210599978759805
213,AC,0.002532848919073023
213,LI,4.757788543056017e-06
213,OT,3.5322331601042213e-06
213,PI,0.8779914144018234
213,QU,0.11946744665740035
215,AC,4.1508154800718024e-05
215,LI,2.657286943559244e-05
215,OT,1.2878962592053482e-06
215,PI,0.9945608208677935
215,QU,0.00536981021171089
216,AC,0.00023696344394180847
216,LI,1.0186002559293777e-06
216,OT,1.780407527505663e-06
216,PI,0.9887249988030029
216,QU,0.011035238745271842
221,AC,5.353675363028349e-07
221,LI,4.162506480478423e-07
221,OT,2.8449420108644296e-07
221,PI,0.9999827805433172
221,QU,1.598334429737164e-05
225,AC,0.17415704572909435
225,LI,0.16237551958804694
225,OT,0.17699121670722576
225,PI,0.001498309594723643
225,QU,0.4849779083809094
226,AC,0.000323498983007101
226,LI,3.962911051159547e-09
226,OT,7.894834012781295e-08
226,PI,0.95644454312608
226,QU,0.04323187497966169
228,AC,0.0012285960379964957
228,LI,3.1493651611085244e-05
228,OT,3.351980870141055e-05
228,PI,0.9783403895830013
228,QU,0.020366000918689738
229,AC,2.699253383870956e-06
229,LI,5.764411362587876e-06
229,OT,9.941744917156807e-08
229,PI,0.9888602183642676
229,QU,0.011131218553536815
231,AC,1.7406876249757118e-06
231,LI,2.3517389709400757e-06
231,OT,1.2226032203330297e-07
231,PI,0.9803871957371277
231,QU,0.019608589575954367
232,AC,2.149174603847559e-05
232,LI,0.0001382035302697934
232,OT,5.103971001261106e-07
232,PI,2.3202326347719877e-05
232,QU,0.9998165920002438
233,AC,0.0012793307191270526
233,LI,3.5840779365642228e-06
233,OT,7.789540464977137e-06
233,PI,0.9955711547280124
233,QU,0.0031381409344590147
234,AC,0.0013944471924352746
234,LI,1.102827816205924e-05
234,OT,2.8971612002611164e-05
234,PI,0.891985416257672
234,QU,0.10658013665972799
235,AC,0.9594927176389968
235,LI,0.01676931183989987
235,OT,0.0011174169499608443
235,PI,0.0005351589770581029
235,QU,0.022085394594084432
237,AC,0.9330384825180108
237,LI,0.0021448921382716227
237,OT,0.00012688047299404178
237,PI,0.030187548005391827
237,QU,0.034502196865331757
241,AC,3.09649964395483e-07
241,LI,3.699793693390195e-08
241,OT,6.268666356942226e-08
241,PI,0.9995160838917596
241,QU,0.0004835067736753362
242,AC,1.1067021286269866e-07
242,LI,1.0199868407262073e-08
242,OT,2.5641060948851086e-08
242,PI,0.9999940512340658
242,QU,5.802254792000475e-06
245,AC,0.013645127981638411
245,LI,0.0001518729877273293
245,OT,2.4176199064503712e-05
245,PI,0.07726442676026993
245,QU,0.9089143960712998
251,AC,0.28463540295985895
251,LI,0.0038034992367160475
251,OT,0.00017504270226568385
251,PI,0.7107496559866312
251,QU,0.0006363991145281737
252,AC,1.8933853193240023e-06
252,LI,1.3732054485830455e-06
252,OT,3.104794634108201e-06
252,PI,0.9995022967024514
252,QU,0.0004913319121464192
253,AC,7.425559317155242e-05
253,LI,9.960492356661861e-05
253,OT,5.3961465213709636e-06
253,PI,0.9968783644486804
253,QU,0.002942378888060145
254,AC,0.0001393071052893581
254,LI,0.00011097291884330478
254,OT,4.779839668139626e-05
254,PI,0.9588310703732503
254,QU,0.04087085120593579
256,AC,2.9574499805605515e-05
256,LI,1.7465053736661313e-06
256,OT,1.0277405290825179e-05
256,PI,0.2006130142637125
256,QU,0.7993453873258174
258,AC,0.011373250675208517
258,LI,0.0019239321488915095
258,OT,0.00024750697868095993
258,PI,0.9420526715247783
258,QU,0.04440263867244075
262,AC,0.032649638237322316
262,LI,2.322385803492782e-05
262,OT,4.775984571328955e-05
262,PI,0.08411867468294336
262,QU,0.8831607033759861
263,AC,0.00044469739405042063
263,LI,5.166176987627806e-06
263,OT,3.719559183360999e-05
263,PI,0.7016252937895064
263,QU,0.297887647047622
265,AC,0.00029882984114123964
265,LI,5.697751851860117e-05
265,OT,2.8017019171781776e-05
265,PI,0.026468397939581362
265,QU,0.973147777681587
266,AC,0.00032556951574630395
266,LI,0.0012016816882896163
266,OT,7.603809242927937e-06
266,PI,0.01298021776898406
266,QU,0.9854849272177373
268,AC,0.00017705616305462133
268,LI,0.00031876229156381535
268,OT,0.0002730892415337048
268,PI,0.999206706441434
268,QU,2.4385862414010063e-05
270,AC,5.567648977672141e-06
270,LI,1.1251895420177844e-05
270,OT,1.563631943258092e-08
270,PI,0.9896117063296369
270,QU,0.010371458489645786
271,AC,6.451909552011478e-05
271,LI,2.0239650865276975e-06
271,OT,1.2084763669427045e-06
271,PI,0.9715807793482929
271,QU,0.028351469114733643
272,AC,8.984240647787627e-06
272,LI,6.190266216955654e-05
272,OT,8.09273051213448e-05
272,PI,0.9666583340604039
272,QU,0.03318985173165732
274,AC,0.00031009091954235264
274,LI,5.628234563796948e-05
274,OT,4.584301765763522e-05
274,PI,0.9404146839696348
274,QU,0.05917309974752736
276,AC,9.344823437232314e-06
276,LI,4.644923574272816e-05
276,OT,3.673128788578934e-08
276,PI,0.9448747480312508
276,QU,0.05506942117828137
279,AC,0.002099736374790838
279,LI,0.00012339229670779923
279,OT,2.7569912643540974e-05
279,PI,0.1765020150334042
279,QU,0.8212472863824537
280,AC,1.304640953385789e-06
280,LI,2.3425419954024584e-06
280,OT,1.1046418047263242e-06
280,PI,0.9999321377378522
280,QU,6.311043739424976e-05
281,AC,7.426858392526316e-05
281,LI,0.00013581379169398753
281,OT,0.0002465749082076738
281,PI,0.015747801360542033
281,QU,0.983795541355631
283,AC,0.009480950303958595
283,LI,1.6908675983255825e-06
283,OT,4.2382549560223854e-07
283,PI,0.9804854825366507
283,QU,0.010031452466296801
287,AC,2.4606433256871214e-05
287,LI,1.794176640503208e-05
287,OT,1.3528699031355676e-06
287,PI,0.9799017913551197
287,QU,0.020054307575315223
291,AC,6.5836641710604586e-06
291,LI,5.970662912557737e-06
291,OT,1.1640753429316764e-07
291,PI,0.9642248090600258
291,QU,0.035762520205356176
292,AC,0.0005202594200862516
292,LI,5.0451783506636385e-06
292,OT,1.0241799386153808e-06
292,PI,0.9886438739881745
292,QU,0.01082979723344984
293,AC,9.092459256310156e-05
293,LI,5.970360030760789e-07
293,OT,6.114909320872985e-06
293,PI,0.9886195241913173
293,QU,0.011282839270795698
295,AC,0.0005601400331132015
295,LI,1.0097788392141745e-05
295,OT,3.839243660887785e-05
295,PI,0.020918016940299065
295,QU,0.9784733528015865
297,AC,0.0008717674725666401
297,LI,2.1823880375390516e-05
297,OT,9.048282165252516e-05
297,PI,0.9989629266440554
297,QU,5.29991813500781e-05
298,AC,9.047917511770326e-06
298,LI,2.0317079286067348e-05
298,OT,1.8365540288737412e-07
298,PI,0.9952948270083084
298,QU,0.004675624339490926
302,AC,0.0001214541973913787
302,LI,2.3800441282550244e-05
302,OT,0.0004899604520946268
302,PI,0.29416464789047575
302,QU,0.7052001370187557
303,AC,0.000282644438940283
303,LI,6.264822423232181e-06
303,OT,2.4520696731227205e-06
303,PI,0.9794462748037921
303,QU,0.020262363865171298
304,AC,5.942864561571974e-06
304,LI,9.228440612501888e-06
304,OT,2.5363308344724744e-05
304,PI,0.9153598377999418
304,QU,0.08459962758653962
305,AC,0.0007984325512326814
305,LI,1.5699881843992073e-08
305,OT,2.5013853756039778e-05
305,PI,0.0013618358355898784
305,QU,0.9978147020595395
306,AC,1.8073029382636836e-06
306,LI,5.115282235571195e-06
306,OT,1.0901801237952585e-08
306,PI,0.9710403303779843
306,QU,0.02895273613504055
313,AC,0.0008788796081428673
313,LI,0.0001993326935050089
313,OT,5.178321992119275e-06
313,PI,0.037137284214853
313,QU,0.9617793251615071
315,AC,0.00016587160573142834
315,LI,7.673397360175312e-05
315,OT,0.0006567295487735908
315,PI,0.9328386134455615
315,QU,0.06626205142633175
316,AC,5.386220684118553e-06
316,LI,4.4594595197814754e-05
316,OT,4.965049967726864e-07
316,PI,0.8960480976193888
316,QU,0.1039014250597324
318,AC,5.4772497994863695e-06
318,LI,3.0630336176641425e-06
318,OT,1.963148252483276e-06
318,PI,0.9625669842600014
318,QU,0.03742251230832903
321,AC,3.613415883918989e-05
321,LI,4.54271087423982e-05
321,OT,1.969590472775444e-06
321,PI,0.9634049128629454
321,QU,0.03651155627900024
324,AC,6.049091163785971e-06
324,LI,1.1235021649420746e-05
324,OT,1.019574313620138e-07
324,PI,0.9789843941238465
324,QU,0.020998219805908904
335,AC,0.0008942473835768198
335,LI,2.170633054004449e-06
335,OT,2.19190636287693e-06
335,PI,0.997978148975185
335,QU,0.0011232411018212989
338,AC,8.28796134339334e-05
338,LI,3.878030789388961e-05
338,OT,1.2260980593697328e-05
338,PI,0.9428763685453918
338,QU,0.05698971055268688
339,AC,0.0007977236019818182
339,LI,1.8893966022140793e-05
339,OT,0.00010565275564836916
339,PI,0.12039272694644697
339,QU,0.8786850027299006
340,AC,0.03267962014487151
340,LI,9.284780071325166e-06
340,OT,0.005676647961559722
340,PI,0.0030573838739228676
340,QU,0.9585770632395747
342,AC,0.00032399110112883684
342,LI,4.992611040746856e-11
342,OT,1.9348430921535575e-09
342,PI,0.7541484707635895
342,QU,0.24552753615051248
348,AC,0.00015495472269602407
348,LI,3.504300964585176e-05
348,OT,8.762614250769631e-06
348,PI,0.9547288478479989
348,QU,0.04507239180540857
351,AC,3.978846903855814e-06
351,LI,8.39581399704027e-06
351,OT,6.561685785286289e-09
351,PI,0.9126277087477525
351,QU,0.08735991002966094
352,AC,4.4718884385189553e-05
352,LI,4.872202066009068e-05
352,OT,1.3588522618029176e-05
352,PI,0.8836833299264317
352,QU,0.11620964064590504
354,AC,2.7846967018507146e-06
354,LI,1.6554644224039245e-05
354,OT,2.4964448225731053e-08
354,PI,0.9682553457052517
354,QU,0.03172528998937424
357,AC,2.996961659032892e-05
357,LI,1.9082278137000077e-06
357,OT,4.496868252373565e-06
357,PI,0.9972497647985893
357,QU,0.002713860488754355
361,AC,0.00046717004918073076
361,LI,1.5395444622359988e-05
361,OT,1.0404208574828706e-05
361,PI,0.9572012363551243
361,QU,0.04230579394249784
363,AC,1.1251743329078489e-05
363,LI,2.6512267279472995e-05
363,OT,1.2014519772133329e-08
363,PI,0.9542538087320411
363,QU,0.045708415242830355
365,AC,3.2094733898740493e-05
365,LI,1.0268239283540624e-05
365,OT,2.0314683242004273e-06
365,PI,0.004948153900437522
365,QU,0.9950074516580559
366,AC,7.5565363509867e-08
366,LI,1.3357313346068402e-06
366,OT,3.828182216913697e-09
366,PI,0.9880665192517267
366,QU,0.01193206562339286
367,AC,0.00031345457192276193
367,LI,0.0004971518045154126
367,OT,0.002168512842189315
367,PI,0.8214543078589089
367,QU,0.17556657292246347
368,AC,0.00010335413821660698
368,LI,0.0023752846675147887
368,OT,0.14933376446599408
368,PI,0.5048523719765631
368,QU,0.3433352247517115
369,AC,0.0017260921530056121
369,LI,0.00014102871470310696
369,OT,5.420006995135614e-06
369,PI,0.9969889079820735
369,QU,0.001138551143222571
373,AC,0.1280109715752066
373,LI,0.7713716929981801
373,OT,0.0005889624527781826
373,PI,2.3900746798466482e-05
373,QU,0.10000447222703675
375,AC,1.477333407552678e-05
375,LI,4.8110286349827315e-06
375,OT,7.5875134684288425e-06
375,PI,0.9889199368100048
375,QU,0.011052891313816227
377,AC,0.00045619900054819974
377,LI,9.275490198502934e-05
377,OT,0.0001283092627701629
377,PI,0.8091716294949904
377,QU,0.19015110733970628
378,AC,0.0015630047548076547
378,LI,5.892567916993922e-05
378,OT,9.071281818824782e-05
378,PI,0.10833754260808315
378,QU,0.889949814139751
379,AC,4.679671738693536e-05
379,LI,4.515302846517207e-05
379,OT,8.082427574247679e-06
379,PI,0.003183846967394711
379,QU,0.996716120859179
382,AC,0.000826989359152957
382,LI,0.0012789679533737595
382,OT,0.0002901158168048492
382,PI,0.019957997714248752
382,QU,0.9776459291564197
384,AC,0.00019790764007929955
384,LI,0.0010459135933793956
384,OT,9.969432265305315e-07
384,PI,0.0021144191092261648
384,QU,0.9966407627140885
387,AC,8.673467983161372e-05
387,LI,8.883441687938556e-05
387,OT,4.267226272952466e-06
387,PI,0.9724222577422504
387,QU,0.02739790593476566
388,AC,2.752733823625586e-05
