Crown_id	ACRU	LIST	OTHER	PIEL	PIPA	PITA	QUGE	QULA	QUNI	
42	0.0	0.0	0.1	0.0	0.4	0.0	0.5	0.0	0.0	
454	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	0.0	
466	0.0	0.0	0.0	0.0	0.9	0.0	0.1	0.0	0.0	
133	0.0	0.0	0.0	0.5	0.3	0.1	0.1	0.0	0.0	
474	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
30	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
493	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
401	0.2	0.4	0.3	0.0	0.0	0.0	0.1	0.0	0.0	
229	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
622	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.0	0.1	
72	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
72	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.2	0.0	
194	0.0	0.0	0.0	0.5	0.0	0.3	0.0	0.2	0.0	
164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
16	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.1	0.1	
606	0.0	0.0	0.1	0.0	0.7	0.0	0.0	0.2	0.0	
602	0.0	0.0	0.0	0.1	0.6	0.0	0.3	0.0	0.0	
13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
440	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.1	
295	0.0	0.0	0.1	0.0	0.7	0.0	0.0	0.2	0.0	
213	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
16	0.0	0.0	0.0	0.0	0.5	0.0	0.2	0.3	0.0	
173	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
529	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.1	0.0	
133	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.2	0.0	
58	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.3	0.1	
71	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
73	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.9	0.0	
554	0.0	0.1	0.7	0.0	0.0	0.0	0.1	0.0	0.1	
484	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.8	0.0	
161	0.0	0.0	0.0	0.0	0.9	0.0	0.1	0.0	0.0	
158	0.0	0.0	0.0	0.0	0.8	0.1	0.1	0.0	0.0	
263	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.3	0.0	
397	0.0	0.0	0.0	0.1	0.8	0.0	0.1	0.0	0.0	
401	0.0	0.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	
497	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
213	0.0	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.0	
479	0.0	0.0	0.0	0.1	0.7	0.0	0.0	0.2	0.0	
361	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.2	0.0	
98	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
351	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
561	0.0	0.0	0.1	0.2	0.4	0.3	0.0	0.0	0.0	
135	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
205	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.1	0.0	
232	0.0	0.7	0.2	0.0	0.0	0.0	0.0	0.0	0.1	
395	0.0	0.0	0.0	0.0	0.8	0.2	0.0	0.0	0.0	
67	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	0.0	
450	0.0	0.0	0.0	0.0	0.9	0.0	0.1	0.0	0.0	
266	0.1	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	
31	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.8	
133	0.0	0.0	0.0	0.6	0.1	0.2	0.0	0.1	0.0	
432	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.6	0.0	
23	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.8	0.0	
529	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.1	
382	0.0	0.0	0.0	0.1	0.3	0.1	0.2	0.3	0.0	
280	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.1	0.0	
430	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.3	0.0	
407	0.1	0.0	0.0	0.1	0.6	0.0	0.0	0.2	0.0	
265	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.8	0.0	
123	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	
29	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
31	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	
373	0.2	0.6	0.1	0.0	0.0	0.0	0.0	0.1	0.0	
484	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.9	0.0	
29	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
365	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.6	0.0	
529	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.5	0.0	
568	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.1	0.0	
587	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.8	0.0	
73	0.0	0.0	0.0	0.1	0.2	0.0	0.1	0.6	0.0	
133	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	0.0	
524	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
554	0.2	0.4	0.3	0.1	0.0	0.0	0.0	0.0	0.0	
20	0.0	0.0	0.7	0.1	0.0	0.1	0.0	0.1	0.0	
272	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
465	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.3	0.0	
134	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
279	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
375	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
52	0.0	0.0	0.0	0.1	0.4	0.1	0.0	0.4	0.0	
199	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
98	0.1	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	
157	0.0	0.0	0.0	0.1	0.6	0.2	0.0	0.1	0.0	
281	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.7	0.0	
265	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.2	0.0	
283	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
95	0.0	0.0	0.3	0.0	0.3	0.1	0.0	0.3	0.0	
622	0.0	0.0	0.0	0.1	0.5	0.0	0.0	0.2	0.2	
168	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
601	0.0	0.0	0.1	0.0	0.5	0.1	0.2	0.1	0.0	
292	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
216	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
109	0.0	0.0	0.0	0.0	0.8	0.2	0.0	0.0	0.0	
398	0.0	0.0	0.0	0.0	0.9	0.0	0.1	0.0	0.0	
232	0.2	0.0	0.4	0.0	0.0	0.1	0.3	0.0	0.0	
423	0.0	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	
133	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.2	0.0	
208	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
72	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
215	0.0	0.0	0.0	0.4	0.2	0.3	0.1	0.0	0.0	
339	0.0	0.0	0.1	0.0	0.4	0.0	0.2	0.3	0.0	
407	0.0	0.0	0.1	0.0	0.8	0.0	0.1	0.0	0.0	
293	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	0.0	
315	0.0	0.0	0.0	0.1	0.4	0.1	0.0	0.4	0.0	
402	0.1	0.0	0.0	0.0	0.7	0.2	0.0	0.0	0.0	
480	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
58	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
182	0.0	0.0	0.0	0.1	0.7	0.1	0.0	0.0	0.1	
366	0.0	0.0	0.1	0.2	0.5	0.0	0.2	0.0	0.0	
587	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.5	0.0	
568	0.0	0.0	0.1	0.0	0.8	0.0	0.0	0.1	0.0	
612	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
183	0.0	0.0	0.1	0.0	0.9	0.0	0.0	0.0	0.0	
283	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
225	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.9	
340	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.8	0.0	
153	0.0	0.0	0.0	0.1	0.8	0.0	0.0	0.1	0.0	
25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
400	0.0	0.0	0.0	0.1	0.8	0.1	0.0	0.0	0.0	
206	0.0	0.0	0.0	0.0	0.4	0.0	0.3	0.3	0.0	
281	0.0	0.0	0.0	0.1	0.1	0.3	0.0	0.5	0.0	
400	0.0	0.0	0.0	0.2	0.8	0.0	0.0	0.0	0.0	
266	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
207	0.0	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.0	
469	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.8	
193	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.1	0.0	
394	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
111	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
540	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
153	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
199	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
527	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
415	0.0	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.0	
479	0.0	0.0	0.0	0.1	0.6	0.3	0.0	0.0	0.0	
119	0.0	0.0	0.1	0.0	0.1	0.2	0.1	0.4	0.1	
471	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
280	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
450	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
194	0.0	0.0	0.0	0.0	0.1	0.3	0.0	0.6	0.0	
495	0.0	0.0	0.0	0.0	0.5	0.2	0.0	0.3	0.0	
133	0.0	0.0	0.0	0.2	0.7	0.0	0.0	0.0	0.1	
158	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
139	0.0	0.0	0.0	0.2	0.3	0.2	0.1	0.2	0.0	
303	0.0	0.0	0.0	0.0	0.9	0.0	0.1	0.0	0.0	
450	0.0	0.0	0.0	0.0	0.2	0.0	0.4	0.4	0.0	
450	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
181	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
313	0.0	0.0	0.0	0.1	0.2	0.2	0.1	0.4	0.0	
400	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	0.0	
373	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
306	0.0	0.0	0.0	0.1	0.8	0.0	0.0	0.1	0.0	
20	0.0	0.0	0.4	0.0	0.5	0.0	0.1	0.0	0.0	
352	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.0	0.1	
205	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
58	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
263	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.1	0.0	
564	0.4	0.0	0.2	0.0	0.4	0.0	0.0	0.0	0.0	
83	0.1	0.0	0.2	0.0	0.2	0.2	0.0	0.3	0.0	
451	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
111	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
602	0.0	0.0	0.0	0.1	0.7	0.2	0.0	0.0	0.0	
9	0.0	0.0	0.0	0.0	0.1	0.1	0.2	0.6	0.0	
95	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.0	0.2	
158	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
232	0.3	0.0	0.1	0.0	0.0	0.0	0.6	0.0	0.0	
280	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
123	0.0	0.0	0.0	0.0	0.4	0.0	0.2	0.4	0.0	
417	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.1	0.0	
158	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	0.0	
493	0.0	0.0	0.0	0.0	0.9	0.0	0.1	0.0	0.0	
292	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
291	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
303	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
339	0.0	0.0	0.0	0.1	0.8	0.1	0.0	0.0	0.0	
450	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
417	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
454	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.1	0.0	
472	0.0	0.0	0.0	0.1	0.8	0.0	0.0	0.1	0.0	
426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
287	0.0	0.0	0.1	0.0	0.9	0.0	0.0	0.0	0.0	
237	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.8	
115	0.0	0.1	0.0	0.1	0.6	0.0	0.0	0.1	0.1	
92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
401	0.1	0.4	0.4	0.0	0.0	0.0	0.1	0.0	0.0	
194	0.0	0.0	0.0	0.2	0.3	0.1	0.1	0.3	0.0	
162	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
30	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
454	0.0	0.0	0.1	0.0	0.9	0.0	0.0	0.0	0.0	
415	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.1	0.0	
494	0.0	0.0	0.0	0.2	0.7	0.0	0.0	0.1	0.0	
276	0.0	0.0	0.1	0.0	0.8	0.1	0.0	0.0	0.0	
298	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
71	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
24	0.0	0.0	0.1	0.1	0.3	0.0	0.3	0.2	0.0	
405	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
18	0.0	0.0	0.5	0.0	0.1	0.0	0.2	0.1	0.1	
53	0.0	0.0	0.1	0.0	0.6	0.1	0.0	0.2	0.0	
288	0.0	0.0	0.0	0.0	0.5	0.0	0.1	0.4	0.0	
470	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
594	0.0	0.0	0.1	0.0	0.9	0.0	0.0	0.0	0.0	
279	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.1	0.0	
232	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
382	0.0	0.0	0.1	0.0	0.0	0.0	0.7	0.2	0.0	
281	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.7	0.0	
395	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	0.0	
3	0.0	0.0	0.1	0.0	0.8	0.0	0.0	0.1	0.0	
602	0.0	0.0	0.0	0.1	0.7	0.1	0.1	0.0	0.0	
9	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.8	0.0	
304	0.0	0.0	0.0	0.0	0.7	0.0	0.2	0.1	0.0	
207	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
57	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
231	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
139	0.0	0.0	0.0	0.6	0.2	0.0	0.1	0.1	0.0	
318	0.0	0.0	0.0	0.0	0.9	0.0	0.1	0.0	0.0	
44	0.0	0.0	0.1	0.0	0.8	0.1	0.0	0.0	0.0	
375	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
340	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.8	0.1	
403	0.0	0.0	0.0	0.0	0.8	0.1	0.0	0.1	0.0	
365	0.2	0.0	0.0	0.0	0.1	0.0	0.2	0.5	0.0	
21	0.0	0.0	0.1	0.5	0.2	0.0	0.1	0.1	0.0	
419	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
21	0.0	0.0	0.1	0.7	0.2	0.0	0.0	0.0	0.0	
188	0.0	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.0	
100	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
482	0.4	0.4	0.0	0.1	0.0	0.0	0.1	0.0	0.0	
536	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
18	0.0	0.0	0.3	0.0	0.0	0.0	0.3	0.2	0.2	
423	0.2	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	
252	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
338	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
505	0.0	0.0	0.0	0.7	0.2	0.0	0.1	0.0	0.0	
552	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.4	0.0	
156	0.0	0.0	0.0	0.1	0.9	0.0	0.0	0.0	0.0	
564	0.1	0.0	0.0	0.0	0.1	0.3	0.0	0.4	0.1	
20	0.0	0.0	0.5	0.0	0.2	0.0	0.2	0.1	0.0	
554	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
357	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
158	0.0	0.0	0.0	0.1	0.8	0.0	0.1	0.0	0.0	
295	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.7	0.0	
165	0.0	0.0	0.0	0.0	0.6	0.2	0.1	0.1	0.0	
304	0.0	0.0	0.0	0.1	0.8	0.1	0.0	0.0	0.0	
480	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
382	0.0	0.0	0.1	0.0	0.3	0.0	0.5	0.0	0.1	
16	0.0	0.0	0.0	0.0	0.5	0.3	0.0	0.2	0.0	
