crown_id	AC	LI	OT	PI	QU	
613	2.75066371002e-14	1.26199294859e-16	4.51212968579e-14	0.766703711622	0.233296288378	
613	4.67676340011e-16	1.02558597647e-18	2.10157586905e-16	0.607159313956	0.392840686044	
613	2.51360808117e-11	5.36909146412e-13	6.54149992327e-11	0.532790194147	0.467209805762	
613	9.11911150209e-15	3.52467103771e-17	6.99895120086e-15	0.59374639322	0.40625360678	
613	7.03335244948e-16	1.58245436199e-18	3.47776309325e-16	0.573287144295	0.426712855705	
613	2.30102569794e-16	3.74966320406e-19	8.32888384073e-17	0.694004502876	0.305995497124	
613	3.87437810672e-16	7.38503434215e-19	1.56757813353e-16	0.663501616776	0.336498383224	
613	5.04992442464e-15	1.76890795986e-17	4.95851739011e-15	0.721932077651	0.278067922349	
613	3.374576964e-15	1.21371079093e-17	2.58810817388e-15	0.660100763358	0.339899236642	
613	2.53675350884e-11	6.80641879573e-13	7.80677981417e-11	0.523999149844	0.476000850051	
613	1.37456167767e-14	5.48853507687e-17	1.62154436802e-14	0.745308739632	0.254691260368	
613	4.04251981635e-16	8.72830107156e-19	1.81374133564e-16	0.606725578191	0.393274421809	
613	1.6344583406e-15	4.6469825217e-18	1.05097195392e-15	0.522686850716	0.477313149284	
613	1.26112148204e-15	2.58977444123e-18	7.51199177951e-16	0.675701337664	0.324298662336	
613	3.20864400209e-16	5.32317437344e-19	1.44755487278e-16	0.65985436236	0.34014563764	
613	2.58811479725e-16	4.40133056094e-19	9.88577638777e-17	0.665444527072	0.334555472928	
613	2.15627630498e-11	6.90181591173e-13	8.36811022387e-11	0.455470765037	0.544529234857	
613	4.75982636302e-14	2.5969652463e-16	8.1774246685e-14	0.77456716119	0.22543283881	
613	1.46525637254e-15	4.29505455107e-18	1.05021615252e-15	0.630834590309	0.369165409691	
613	6.72552364535e-16	1.70787469366e-18	3.45842239907e-16	0.593143089925	0.406856910075	
613	2.30204847926e-15	7.62692712183e-18	1.58995604328e-15	0.541855673389	0.458144326611	
613	2.61109702028e-11	6.62304936709e-13	7.58175310058e-11	0.537130324964	0.462869674934	
613	2.25884139585e-15	7.62653874773e-18	1.93961130127e-15	0.722971786124	0.277028213876	
613	7.57067225798e-16	1.83678120622e-18	4.94128638833e-16	0.744351107161	0.255648892839	
613	1.73998547608e-11	5.94691253565e-13	6.86689604016e-11	0.482843695666	0.517156304247	
603	6.76170366805e-15	2.23692388487e-17	5.82710050226e-15	0.506383733564	0.493616266436	
603	6.12844110513e-15	2.35416508411e-17	5.56834188539e-15	0.715205548726	0.284794451274	
603	5.73129773053e-15	1.86021244097e-17	7.97207660949e-15	0.76779757369	0.23220242631	
603	7.16172069224e-15	2.46664442668e-17	6.96053643218e-15	0.641920522988	0.358079477012	
603	5.26448872854e-15	1.79834974137e-17	4.3676534572e-15	0.601115318289	0.398884681711	
603	2.05248245906e-14	1.11589821565e-16	2.97902883615e-14	0.633820095726	0.366179904274	
603	7.12019768775e-15	2.75892426756e-17	7.21445480244e-15	0.687767849637	0.312232150363	
603	7.18101992013e-15	2.5660590824e-17	8.67425975424e-15	0.698058501309	0.301941498691	
603	1.57301115129e-14	6.14690163092e-17	2.74774254727e-14	0.734936686802	0.265063313198	
603	2.10801222637e-14	7.72771244463e-17	1.24307823883e-14	0.629418286235	0.370581713765	
603	8.90303615718e-15	3.23440803716e-17	6.04985167771e-15	0.706865095737	0.293134904263	
603	6.01167511171e-15	2.34637793321e-17	5.25810033832e-15	0.609095384478	0.390904615522	
603	5.8549910973e-15	1.81807570436e-17	4.31655258476e-15	0.629180125846	0.370819874154	
603	7.75202549031e-15	2.64883431616e-17	8.62778186632e-15	0.712028292048	0.287971707952	
603	1.17788688889e-14	4.41139968025e-17	1.67428183722e-14	0.694546492974	0.305453507026	
603	6.81414109731e-15	2.40555783453e-17	5.74827535437e-15	0.658805833732	0.341194166268	
600	4.24360401192e-15	1.28660026053e-17	2.32860223695e-15	0.560638201757	0.439361798243	
600	1.12607759302e-13	1.00144345935e-15	1.88983270787e-13	0.730923905867	0.269076094133	
600	1.4395209504e-13	1.24812018653e-15	1.62084206928e-13	0.717372103497	0.282627896502	
600	2.26592722333e-13	2.23024220879e-15	2.74922455066e-13	0.729703444591	0.270296555408	
600	3.71299964243e-14	2.30352146587e-16	4.27668418231e-14	0.627621253656	0.372378746344	
600	1.58076465433e-13	1.67023171311e-15	2.75624037253e-13	0.676262914478	0.323737085521	
600	6.91085790934e-14	5.33824351135e-16	1.11332177404e-13	0.666272746023	0.333727253977	
600	8.02730665242e-14	6.28118381773e-16	1.16885219522e-13	0.648435459498	0.351564540502	
600	2.15149424751e-15	5.17185490577e-18	9.3495592325e-16	0.591255419672	0.408744580328	
600	2.21672959847e-13	2.34892194269e-15	3.51186923492e-13	0.690728323524	0.309271676476	
600	2.57647078183e-15	7.03698804266e-18	1.32050046804e-15	0.601491300595	0.398508699405	
600	1.56927546963e-15	3.86688223498e-18	7.2586603691e-16	0.592429891786	0.407570108214	
600	2.9553427162e-14	1.83896406464e-16	3.48669469072e-14	0.608588651369	0.39141134863	
600	1.45268921318e-15	3.34375317412e-18	6.42107477029e-16	0.586115002147	0.413884997853	
600	3.67278002202e-15	1.13384532449e-17	1.83817761033e-15	0.603789290742	0.396210709258	
600	2.1723309533e-13	2.21570424406e-15	3.23644142083e-13	0.777057940341	0.222942059659	
600	1.18924206905e-13	1.07597974609e-15	1.96590283766e-13	0.697005405466	0.302994594534	
600	1.71307511265e-13	1.63635802966e-15	2.86647224856e-13	0.708926220168	0.291073779832	
600	1.67324117106e-14	8.90092754908e-17	1.51203252402e-14	0.599974087484	0.400025912516	
600	2.08445126969e-13	2.34388894378e-15	3.61177078358e-13	0.748447057579	0.25155294242	
600	4.33482049091e-15	1.49190211011e-17	2.8894068371e-15	0.59584372299	0.40415627701	
600	1.20060639313e-15	2.25003067888e-18	4.37905402759e-16	0.618742495406	0.381257504594	
600	1.81302126376e-13	1.76349486681e-15	2.95153215866e-13	0.683024578933	0.316975421066	
600	6.01495649767e-14	4.29355343869e-16	8.68821598177e-14	0.627622259131	0.372377740869	
599	3.65460362295e-11	1.17178472783e-12	8.20773341795e-11	0.603578939897	0.396421059984	
599	2.38487930961e-11	8.32339039021e-13	7.0604103334e-11	0.420262947555	0.57973705235	
599	1.16577762198e-14	5.53493519258e-17	1.11999522169e-14	0.657700165045	0.342299834955	
599	3.96094120147e-11	1.31029590441e-12	1.00516520998e-10	0.529415254606	0.470584745253	
599	3.23338753672e-15	9.15663788019e-18	9.91683882951e-16	0.644290198688	0.355709801312	
599	3.57140944117e-11	1.32430622352e-12	1.01843985276e-10	0.499812644478	0.500187355383	
599	4.57775376178e-15	1.65987360646e-17	2.0380214388e-15	0.629698945991	0.370301054009	
599	5.71575710976e-11	2.15803067123e-12	1.4046080487e-10	0.527266629323	0.472733370477	
599	3.60287524527e-15	1.18020108151e-17	2.12851558228e-15	0.630140629991	0.369859370009	
599	2.75194542877e-15	9.12334218695e-18	1.50084245285e-15	0.645209523993	0.354790476007	
599	1.13839750647e-10	3.13090498045e-12	1.76726184069e-10	0.647810736046	0.352189263661	
599	3.45756190857e-11	1.20797016523e-12	1.02253226263e-10	0.484406131862	0.515593868	
599	3.71033509626e-11	1.3034729077e-12	9.56839510148e-11	0.539454777464	0.460545222402	
599	7.05927795416e-11	2.11167073098e-12	1.28910903809e-10	0.575435391374	0.424564608424	
599	9.08965578001e-15	3.34960393769e-17	3.19135614701e-15	0.568590267544	0.431409732456	
599	2.15506000216e-15	6.19199520061e-18	1.04171650209e-15	0.599795008009	0.400204991991	
599	2.97811621986e-14	1.44484195042e-16	1.94538771804e-14	0.744785462449	0.25521453755	
599	8.45783921876e-15	3.87375491817e-17	4.84285437625e-15	0.600656153331	0.399343846669	
599	5.29153679395e-11	1.76720958048e-12	1.25106550196e-10	0.504364193318	0.495635806502	
599	2.17012638546e-11	7.3210289544e-13	7.02065160767e-11	0.453476820778	0.54652317913	
599	3.54275990246e-11	1.27370410476e-12	1.00122389478e-10	0.475812975754	0.524187024109	
599	4.35860479738e-12	1.02120114768e-13	1.59493670232e-11	0.602978197773	0.397021802207	
599	3.28275687721e-15	1.09172136159e-17	1.42432016534e-15	0.602431094584	0.397568905416	
599	3.5945788155e-15	1.24283528986e-17	1.56408741518e-15	0.616580017545	0.383419982455	
599	3.004177414e-11	9.59078073513e-13	7.83597621563e-11	0.510742404766	0.489257595125	
599	2.94435169372e-11	9.55506059586e-13	8.12524293233e-11	0.531207417191	0.468792582697	
599	6.55711070455e-15	2.51447901635e-17	4.28342042166e-15	0.609250477618	0.390749522382	
596	1.99143778092e-17	2.31385579753e-20	4.65584275109e-18	0.844018441104	0.155981558896	
596	1.69819416926e-16	2.17771626549e-19	6.23489598811e-17	0.666280287192	0.333719712808	
596	2.20917152369e-17	2.68360366062e-20	3.06434775528e-18	0.873918269249	0.126081730751	
596	2.40225189028e-16	5.08667980828e-19	9.0104920361e-17	0.732024696641	0.267975303359	
596	3.72018572365e-17	5.32120531338e-20	8.44766239872e-18	0.895361190627	0.104638809373	
596	3.96768140122e-17	4.92294452214e-20	9.51592296376e-18	0.824242764131	0.175757235869	
596	4.8125401213e-17	6.4016023344e-20	7.34219662481e-18	0.931768381141	0.068231618859	
596	3.42278627797e-17	4.34894389568e-20	6.88870911257e-18	0.883389999053	0.116610000947	
596	4.89485805495e-17	5.65703192954e-20	1.30104348731e-17	0.811581959006	0.188418040994	
596	1.85186056806e-17	1.88745736696e-20	3.53074090684e-18	0.8516713583	0.1483286417	
596	2.08917652728e-16	2.78103414081e-19	8.1799126068e-17	0.637544335232	0.362455664768	
596	4.83686407654e-17	7.14489197355e-20	1.18314849068e-17	0.882756751428	0.117243248572	
596	1.43962020581e-17	1.4875943761e-20	2.13990742599e-18	0.896428528277	0.103571471723	
596	1.63622122941e-15	3.12579948351e-18	6.52521056343e-16	0.619652514852	0.380347485148	
596	2.24599095425e-16	2.92744851708e-19	8.54018981762e-17	0.619725101647	0.380274898353	
596	9.95133775487e-18	1.04307541754e-20	1.6653442525e-18	0.833583416387	0.166416583613	
596	2.43083562179e-17	3.55286964485e-20	2.66451124101e-18	0.924008509831	0.0759914901689	
596	1.96683298973e-11	8.4403483913e-13	7.28517117203e-11	0.312573045313	0.687426954593	
596	3.08396059858e-17	3.3083331071e-20	5.75667272922e-18	0.854969728225	0.145030271775	
596	2.07395576965e-17	2.07453916753e-20	5.64831501409e-18	0.830439678334	0.169560321666	
596	1.35713787134e-16	1.95431250441e-19	4.21762040332e-17	0.757023428896	0.242976571104	
596	3.87289925395e-17	4.11679891672e-20	8.71517858161e-18	0.815538649281	0.184461350719	
596	3.76049136194e-17	3.87319652588e-20	7.2784911013e-18	0.841660982876	0.158339017124	
596	2.2104401031e-17	2.4947302581e-20	4.62322028361e-18	0.830532404877	0.169467595123	
596	1.54319002233e-16	2.30612066875e-19	4.96006837739e-17	0.742885418798	0.257114581202	
596	2.70341888445e-16	4.60513961801e-19	6.06142175848e-17	0.870866439469	0.129133560531	
596	5.93489655022e-17	6.89446632908e-20	1.48748171418e-17	0.791726879859	0.208273120141	
596	2.12710765026e-16	3.06345325788e-19	7.76807551757e-17	0.617563339714	0.382436660286	
596	9.3627826572e-17	1.41599347999e-19	2.48426431185e-17	0.781215587711	0.218784412289	
596	1.6995244686e-16	2.55173627736e-19	5.30376598046e-17	0.593362508135	0.406637491865	
596	1.10338452754e-16	1.3546265515e-19	3.22633012577e-17	0.720301201293	0.279698798707	
596	8.65066719669e-17	1.12340536441e-19	2.39093926058e-17	0.773470587339	0.226529412661	
596	1.12995446818e-16	1.43315608182e-19	3.42642489832e-17	0.710424818747	0.289575181253	
596	6.61794526038e-17	9.51554599579e-20	1.57360593002e-17	0.810267280622	0.189732719378	
596	3.96212488118e-17	6.45764092773e-20	1.1753645638e-17	0.87749716633	0.12250283367	
596	1.78360263563e-17	2.70528579052e-20	5.16499825968e-18	0.889958456299	0.110041543701	
596	1.89914840049e-15	5.104191233e-18	1.11491241968e-15	0.435602352413	0.564397647587	
596	1.37177732447e-17	1.38601115432e-20	2.67427513252e-18	0.871952851747	0.128047148253	
595	1.0733599886e-16	1.61277989523e-19	4.18172137934e-17	0.757561156108	0.242438843892	
595	9.14817277809e-16	1.82473426512e-18	6.54979473198e-16	0.563234916088	0.436765083912	
595	1.1218373643e-16	1.41552446248e-19	4.28704443194e-17	0.698872963655	0.301127036345	
595	9.34616685353e-17	1.25884069682e-19	4.33997299628e-17	0.720363024609	0.279636975391	
595	1.09964221259e-16	1.37191398295e-19	4.72223465291e-17	0.725089183168	0.274910816832	
595	3.43541067833e-16	5.40051505716e-19	1.75873837522e-16	0.603667316314	0.396332683686	
595	1.48913274045e-17	1.26695395081e-20	3.02945085607e-18	0.864994351261	0.135005648739	
595	2.0602982934e-17	2.31635758128e-20	5.49739303445e-18	0.807786364017	0.192213635983	
595	7.17572514913e-16	1.39555961974e-18	3.23885932784e-16	0.499352854511	0.500647145489	
595	3.90424967777e-16	6.51766152272e-19	2.36431310755e-16	0.556467784397	0.443532215603	
595	1.06106748816e-16	1.19827802754e-19	3.30092939453e-17	0.738601548806	0.261398451194	
595	5.31573847948e-17	6.44091513868e-20	2.0207337767e-17	0.820308093135	0.179691906865	
595	2.3763346234e-16	3.75867058314e-19	8.10296560787e-17	0.709524028825	0.290475971175	
595	2.29506750485e-17	2.21009996088e-20	6.45959099775e-18	0.831179230619	0.168820769381	
595	1.81923149296e-16	2.40192634505e-19	7.60027618046e-17	0.601771948418	0.398228051582	
595	2.19588498269e-17	1.97209314639e-20	5.2416424921e-18	0.824919748079	0.175080251921	
595	3.46902605117e-17	3.42780161169e-20	8.94083290133e-18	0.805622986781	0.194377013219	
595	6.04687461947e-17	6.44924818837e-20	2.10433466493e-17	0.758786894787	0.241213105213	
595	5.4384537945e-17	5.86740378397e-20	1.85319441077e-17	0.7654267409	0.2345732591	
595	8.55630954817e-16	1.31632319163e-18	3.91246369953e-16	0.601898501325	0.398101498675	
595	1.64570451969e-16	1.96297950276e-19	5.49449635486e-17	0.700355991913	0.299644008087	
595	5.44273470381e-17	6.23497914985e-20	2.3435710218e-17	0.77948214952	0.22051785048	
595	4.82300232684e-17	6.0576242451e-20	1.77659474703e-17	0.825012362407	0.174987637593	
595	1.77200216704e-17	1.74223435111e-20	4.64678238167e-18	0.84247635247	0.15752364753	
595	3.40824380219e-17	3.11107530345e-20	7.01238314447e-18	0.773382265459	0.226617734541	
595	6.91663162751e-15	2.06867885324e-17	4.98726912665e-15	0.437718601684	0.562281398316	
595	1.57177998886e-15	3.93119575245e-18	1.03673720414e-15	0.516835823826	0.483164176174	
595	1.48613163703e-17	1.37542297034e-20	4.57268800585e-18	0.841582333303	0.158417666697	
595	6.86641074093e-17	7.52726997778e-20	2.20727478647e-17	0.742658533081	0.257341466919	
595	2.10598614324e-17	2.11244514118e-20	5.7542570061e-18	0.833856408224	0.166143591776	
589	1.28479240612e-15	3.54764701187e-18	7.20148611655e-16	0.602129858902	0.397870141098	
589	2.48489457603e-15	7.81401753251e-18	1.5837296572e-15	0.599806137272	0.400193862728	
589	2.5990798778e-15	6.34756116209e-18	1.11801290082e-15	0.625683728942	0.374316271058	
589	1.42192594896e-15	3.97619956398e-18	9.13208826037e-16	0.59292160615	0.40707839385	
589	3.66095302129e-15	1.06683032975e-17	2.34540024012e-15	0.591503022054	0.408496977946	
589	3.13146443144e-16	5.18304448022e-19	1.0142408684e-16	0.703932765247	0.296067234753	
589	2.18460796785e-16	3.58033985502e-19	7.58005030768e-17	0.6768441815	0.3231558185	
589	4.71130054923e-16	8.65030366444e-19	1.80779780542e-16	0.617213496484	0.382786503516	
589	9.98056168793e-16	2.6117191787e-18	5.55308598849e-16	0.58335444069	0.41664555931	
589	2.45610580397e-16	3.99045045908e-19	6.54040881252e-17	0.759938579991	0.240061420009	
589	4.42776534609e-15	1.65387830205e-17	3.45070056455e-15	0.568942426943	0.431057573057	
589	1.81132035502e-16	2.779685397e-19	3.9020922896e-17	0.81596724854	0.18403275146	
589	1.54298242161e-16	2.35138043333e-19	3.2164749744e-17	0.831577800775	0.168422199225	
589	3.36285666851e-15	1.15476461621e-17	2.50115604281e-15	0.588706422885	0.411293577115	
589	1.11370890039e-16	1.6510400979e-19	2.00734783856e-17	0.861801529601	0.138198470399	
589	8.5647087428e-16	2.12382974057e-18	4.25077946692e-16	0.587479320929	0.412520679071	
589	2.25703354513e-15	6.52417753225e-18	1.23617064362e-15	0.609540182352	0.390459817648	
575	2.6787768037e-16	4.37994935991e-19	7.67807727719e-17	0.71486727523	0.28513272477	
575	6.70003943295e-16	1.27521425896e-18	2.73815061014e-16	0.739762222951	0.260237777049	
575	2.26165154383e-14	1.06612828792e-16	2.30619721496e-14	0.743418833433	0.256581166567	
575	1.27931118222e-15	3.47292498241e-18	5.56936593374e-16	0.651355271783	0.348644728217	
575	1.46187302183e-16	1.8841434644e-19	3.44928635672e-17	0.768266652406	0.231733347594	
575	2.03300583998e-11	5.21276343257e-13	6.39143455441e-11	0.503516832105	0.496483167811	
575	6.7491094467e-16	1.420763056e-18	2.64620437166e-16	0.640465464828	0.359534535172	
575	1.39390562954e-14	6.65773520805e-17	1.32811362792e-14	0.651378144076	0.348621855924	
575	1.66777367321e-15	4.05124976263e-18	9.37978796732e-16	0.679024338881	0.320975661119	
575	1.33870564274e-13	1.04798197906e-15	2.19820871266e-13	0.798494691959	0.201505308041	
575	3.39685264447e-15	9.72144136852e-18	1.69921469852e-15	0.717273843882	0.282726156118	
575	3.08119995304e-16	5.08340919143e-19	8.74578054955e-17	0.708518304143	0.291481695857	
575	2.72113232849e-16	3.95283948396e-19	7.68061506692e-17	0.705922251076	0.294077748924	
575	6.26506912049e-16	1.29708303436e-18	2.56612759722e-16	0.635205737126	0.364794262874	
575	2.35593478427e-11	6.41001016836e-13	6.57703528027e-11	0.473567240232	0.526432759678	
572	2.33019492202e-15	7.82348258649e-18	1.57272006956e-15	0.483476533705	0.516523466295	
572	4.63744764076e-18	5.48210364914e-21	6.57193808471e-19	0.941872907798	0.0581270922023	
572	7.48411825871e-16	1.43709550913e-18	2.01398635745e-16	0.658792309903	0.341207690097	
572	6.46540244319e-16	1.24215705295e-18	2.40724431573e-16	0.618544598926	0.381455401074	
572	2.83617341224e-16	4.50155388176e-19	8.5320750019e-17	0.570375635367	0.429624364633	
572	4.17067367726e-17	4.64526087353e-20	6.86822251329e-18	0.844867800435	0.155132199565	
572	6.86917431564e-14	3.71409826472e-16	2.58771293544e-14	0.704994406486	0.295005593513	
572	5.13428708237e-18	8.33467300414e-21	2.08658350163e-19	0.979542564652	0.0204574353478	
572	1.07951440104e-17	1.22313129206e-20	1.26261402123e-18	0.90953807688	0.0904619231195	
572	7.1481503351e-18	9.34253902303e-21	4.7460459995e-19	0.957085624952	0.0429143750481	
572	5.26477523353e-17	8.3796293816e-20	9.30048819348e-18	0.894874102083	0.105125897917	
572	2.05373804632e-17	2.19585195846e-20	3.6842806999e-18	0.862122683592	0.137877316408	
572	1.9732386878e-18	1.83481241741e-21	2.08063449457e-19	0.942882751361	0.0571172486389	
572	1.90763510332e-18	1.6497312902e-21	2.29900206392e-19	0.900127290611	0.0998727093886	
572	2.7719013505e-19	2.28827508784e-22	1.30553654322e-20	0.965392245755	0.0346077542449	
572	1.57078605585e-18	1.73133942205e-21	1.17035518235e-19	0.95801069696	0.0419893030397	
572	8.99432715322e-19	1.25051588457e-21	4.19507813055e-20	0.98167524534	0.0183247546601	
572	5.78498189471e-18	9.48978781745e-21	2.44115758118e-19	0.978482517048	0.0215174829522	
572	4.03959389541e-14	2.30379591689e-16	1.80026972464e-14	0.670002659527	0.329997340473	
572	3.26218990777e-19	2.57583411929e-22	1.61533945765e-20	0.959143616754	0.0408563832459	
572	4.01539570985e-18	5.24210783058e-21	2.32313172276e-19	0.968878406097	0.0311215939032	
572	3.00054182066e-19	2.35461572646e-22	1.41319195671e-20	0.96949144233	0.0305085576705	
572	2.35412732126e-19	1.87550818708e-22	1.20360519044e-20	0.982839117142	0.0171608828584	
572	7.60348926569e-18	8.99634750572e-21	3.47075866798e-19	0.965116393878	0.034883606122	
572	1.79561291333e-17	2.42948042425e-20	3.13871882782e-18	0.828654996482	0.171345003518	
572	9.65414916524e-18	1.2152930611e-20	8.70795944162e-19	0.914921829597	0.0850781704029	
572	2.30015851948e-18	2.99332749533e-21	2.27545919147e-19	0.94844994894	0.0515500510597	
572	8.09092699981e-19	7.79620657461e-22	3.55361395603e-20	0.984034492412	0.0159655075884	
572	2.46693767827e-18	2.67279483777e-21	1.59768718249e-19	0.945496972803	0.054503027197	
572	1.47179565182e-18	1.53120368018e-21	1.02856031662e-19	0.957732008376	0.042267991624	
572	4.97047213186e-19	3.98287246591e-22	2.96392075607e-20	0.957214325151	0.0427856748489	
572	1.03302329752e-12	1.43007996815e-14	1.44006487885e-12	0.695021881665	0.304978118332	
572	3.76400820903e-17	4.48980691647e-20	3.41294722394e-18	0.959939097779	0.0400609022213	
572	1.89805372733e-18	2.38997957223e-21	9.71297337595e-20	0.955779381057	0.0442206189435	
572	2.4871892588e-18	2.54936658954e-21	1.63316688255e-19	0.94840110886	0.0515988911395	
572	5.89412208371e-18	7.44796142419e-21	2.79590757895e-19	0.97780419187	0.0221958081303	
572	5.63049617988e-19	4.23606033025e-22	1.87353292497e-20	0.980731783843	0.0192682161574	
572	8.58509825424e-19	9.37225524842e-22	3.12504240863e-20	0.981705559953	0.0182944400465	
572	4.74572091117e-19	4.6752354479e-22	1.39386727707e-20	0.970053929751	0.0299460702487	
572	3.35285610449e-18	5.71282763394e-21	1.2759270759e-19	0.992784758911	0.00721524108855	
572	5.26705132541e-19	5.01737489359e-22	3.22651751235e-20	0.971303356298	0.0286966437017	
572	5.46918094962e-18	7.29581701845e-21	5.57622341412e-19	0.955919837442	0.0440801625579	
572	1.53417877273e-18	1.47364925494e-21	1.10675164564e-19	0.943843759443	0.0561562405571	
572	8.19198626791e-16	1.62966960052e-18	3.16584698248e-16	0.67200868633	0.32799131367	
572	3.63773865354e-18	3.63761746436e-21	2.29821529379e-19	0.927610785729	0.0723892142707	
